y	x	group	clickSelects
48.80319	2.28751	55	2009-05-28:18:53:51
48.80379	2.28841	55	2009-05-28:18:53:51
48.8043	2.28936	55	2009-05-28:18:53:51
48.8049	2.29026	55	2009-05-28:18:53:51
48.80546	2.29123	55	2009-05-28:18:53:51
48.80604	2.29208	55	2009-05-28:18:53:51
48.80663	2.29303	55	2009-05-28:18:53:51
48.80704	2.29399	55	2009-05-28:18:53:51
48.80752	2.29497	55	2009-05-28:18:53:51
48.80805	2.2959	55	2009-05-28:18:53:51
48.80864	2.29685	55	2009-05-28:18:53:51
48.80927	2.29767	55	2009-05-28:18:53:51
48.80976	2.29855	55	2009-05-28:18:53:51
48.81051	2.29915	55	2009-05-28:18:53:51
48.81115	2.30007	55	2009-05-28:18:53:51
48.81187	2.30054	55	2009-05-28:18:53:51
48.8117	2.30151	55	2009-05-28:18:53:51
48.81111	2.30227	55	2009-05-28:18:53:51
48.81145	2.3032	55	2009-05-28:18:53:51
48.81185	2.3042	55	2009-05-28:18:53:51
48.81237	2.30517	55	2009-05-28:18:53:51
48.81299	2.30581	55	2009-05-28:18:53:51
48.81345	2.30675	55	2009-05-28:18:53:51
48.81412	2.30741	55	2009-05-28:18:53:51
48.81466	2.30831	55	2009-05-28:18:53:51
48.81511	2.30927	55	2009-05-28:18:53:51
48.81556	2.31026	55	2009-05-28:18:53:51
48.81586	2.31138	55	2009-05-28:18:53:51
48.81637	2.31229	55	2009-05-28:18:53:51
48.81657	2.31342	55	2009-05-28:18:53:51
48.81695	2.31451	55	2009-05-28:18:53:51
48.81728	2.31563	55	2009-05-28:18:53:51
48.81762	2.3167	55	2009-05-28:18:53:51
48.8181	2.31767	55	2009-05-28:18:53:51
48.81843	2.31881	55	2009-05-28:18:53:51
48.81844	2.32	55	2009-05-28:18:53:51
48.81808	2.32108	55	2009-05-28:18:53:51
48.81797	2.32207	55	2009-05-28:18:53:51
48.81803	2.32321	55	2009-05-28:18:53:51
48.81799	2.32431	55	2009-05-28:18:53:51
48.81766	2.32521	55	2009-05-28:18:53:51
48.81747	2.32631	55	2009-05-28:18:53:51
48.81741	2.32742	55	2009-05-28:18:53:51
48.8175	2.32846	55	2009-05-28:18:53:51
48.81727	2.3296	55	2009-05-28:18:53:51
48.81719	2.33073	55	2009-05-28:18:53:51
48.817	2.33182	55	2009-05-28:18:53:51
48.81755	2.33252	55	2009-05-28:18:53:51
48.81853	2.33295	55	2009-05-28:18:53:51
48.81927	2.33345	55	2009-05-28:18:53:51
48.82003	2.33387	55	2009-05-28:18:53:51
48.82086	2.33413	55	2009-05-28:18:53:51
48.82094	2.33525	55	2009-05-28:18:53:51
48.82068	2.33644	55	2009-05-28:18:53:51
48.82035	2.33753	55	2009-05-28:18:53:51
48.82014	2.33865	55	2009-05-28:18:53:51
48.82007	2.33914	55	2009-05-28:18:53:51
48.82006	2.33918	55	2009-05-28:18:53:51
48.82006	2.33924	55	2009-05-28:18:53:51
48.82007	2.33931	55	2009-05-28:18:53:51
48.8201	2.33935	55	2009-05-28:18:53:51
48.82011	2.33941	55	2009-05-28:18:53:51
48.82011	2.33948	55	2009-05-28:18:53:51
48.82013	2.33952	55	2009-05-28:18:53:51
48.82014	2.33954	55	2009-05-28:18:53:51
48.82013	2.33957	55	2009-05-28:18:53:51
48.82014	2.33959	55	2009-05-28:18:53:51
48.8202	2.33958	55	2009-05-28:18:53:51
48.82021	2.3396	55	2009-05-28:18:53:51
48.8202	2.33962	55	2009-05-28:18:53:51
48.82021	2.33966	55	2009-05-28:18:53:51
48.82021	2.33969	55	2009-05-28:18:53:51
48.8202	2.33972	55	2009-05-28:18:53:51
48.82021	2.33974	55	2009-05-28:18:53:51
48.82022	2.33987	55	2009-05-28:18:53:51
48.82021	2.33989	55	2009-05-28:18:53:51
48.82018	2.33992	55	2009-05-28:18:53:51
48.82016	2.33994	55	2009-05-28:18:53:51
48.82016	2.33994	55	2009-05-28:18:53:51
48.83716	2.35965	56	2009-05-30:07:22:36
48.83688	2.35962	56	2009-05-30:07:22:36
48.83676	2.35957	56	2009-05-30:07:22:36
48.83664	2.35953	56	2009-05-30:07:22:36
48.83657	2.35937	56	2009-05-30:07:22:36
48.8365	2.35926	56	2009-05-30:07:22:36
48.83638	2.35919	56	2009-05-30:07:22:36
48.83629	2.35906	56	2009-05-30:07:22:36
48.83617	2.35896	56	2009-05-30:07:22:36
48.83603	2.35891	56	2009-05-30:07:22:36
48.83596	2.35882	56	2009-05-30:07:22:36
48.83588	2.35872	56	2009-05-30:07:22:36
48.83578	2.35863	56	2009-05-30:07:22:36
48.83567	2.35856	56	2009-05-30:07:22:36
48.83559	2.3585	56	2009-05-30:07:22:36
48.83548	2.35843	56	2009-05-30:07:22:36
48.83539	2.3583	56	2009-05-30:07:22:36
48.83527	2.35821	56	2009-05-30:07:22:36
48.83516	2.35812	56	2009-05-30:07:22:36
48.83506	2.35807	56	2009-05-30:07:22:36
48.83496	2.358	56	2009-05-30:07:22:36
48.83486	2.35792	56	2009-05-30:07:22:36
48.83476	2.35787	56	2009-05-30:07:22:36
48.83464	2.35778	56	2009-05-30:07:22:36
48.83456	2.35769	56	2009-05-30:07:22:36
48.83447	2.3576	56	2009-05-30:07:22:36
48.83437	2.35752	56	2009-05-30:07:22:36
48.83427	2.35742	56	2009-05-30:07:22:36
48.83417	2.35734	56	2009-05-30:07:22:36
48.83407	2.35723	56	2009-05-30:07:22:36
48.83397	2.35708	56	2009-05-30:07:22:36
48.83388	2.35698	56	2009-05-30:07:22:36
48.83377	2.35691	56	2009-05-30:07:22:36
48.83369	2.35681	56	2009-05-30:07:22:36
48.83361	2.35665	56	2009-05-30:07:22:36
48.8335	2.35656	56	2009-05-30:07:22:36
48.8334	2.35651	56	2009-05-30:07:22:36
48.83327	2.35646	56	2009-05-30:07:22:36
48.83315	2.35642	56	2009-05-30:07:22:36
48.83305	2.3564	56	2009-05-30:07:22:36
48.83297	2.3564	56	2009-05-30:07:22:36
48.83291	2.35628	56	2009-05-30:07:22:36
48.83283	2.3562	56	2009-05-30:07:22:36
48.8327	2.35611	56	2009-05-30:07:22:36
48.83261	2.35599	56	2009-05-30:07:22:36
48.83251	2.35595	56	2009-05-30:07:22:36
48.83239	2.35586	56	2009-05-30:07:22:36
48.83229	2.35578	56	2009-05-30:07:22:36
48.83218	2.35573	56	2009-05-30:07:22:36
48.83208	2.35564	56	2009-05-30:07:22:36
48.83202	2.35552	56	2009-05-30:07:22:36
48.83195	2.35533	56	2009-05-30:07:22:36
48.83192	2.35513	56	2009-05-30:07:22:36
48.8319	2.35496	56	2009-05-30:07:22:36
48.8318	2.35488	56	2009-05-30:07:22:36
48.8317	2.35486	56	2009-05-30:07:22:36
48.83158	2.35484	56	2009-05-30:07:22:36
48.83145	2.3548	56	2009-05-30:07:22:36
48.83133	2.35474	56	2009-05-30:07:22:36
48.83126	2.35461	56	2009-05-30:07:22:36
48.83119	2.35446	56	2009-05-30:07:22:36
48.83116	2.3543	56	2009-05-30:07:22:36
48.83109	2.35413	56	2009-05-30:07:22:36
48.83105	2.35392	56	2009-05-30:07:22:36
48.831	2.35375	56	2009-05-30:07:22:36
48.83096	2.35351	56	2009-05-30:07:22:36
48.83092	2.3533	56	2009-05-30:07:22:36
48.83086	2.35315	56	2009-05-30:07:22:36
48.8308	2.35303	56	2009-05-30:07:22:36
48.83073	2.35292	56	2009-05-30:07:22:36
48.83071	2.35287	56	2009-05-30:07:22:36
48.83061	2.35294	56	2009-05-30:07:22:36
48.83054	2.35305	56	2009-05-30:07:22:36
48.83062	2.35295	56	2009-05-30:07:22:36
48.83053	2.35286	56	2009-05-30:07:22:36
48.83043	2.35278	56	2009-05-30:07:22:36
48.83033	2.35278	56	2009-05-30:07:22:36
48.83018	2.35273	56	2009-05-30:07:22:36
48.83003	2.35274	56	2009-05-30:07:22:36
48.82991	2.35281	56	2009-05-30:07:22:36
48.82982	2.35273	56	2009-05-30:07:22:36
48.82969	2.35269	56	2009-05-30:07:22:36
48.82957	2.35272	56	2009-05-30:07:22:36
48.82944	2.35272	56	2009-05-30:07:22:36
48.82932	2.35272	56	2009-05-30:07:22:36
48.8292	2.35276	56	2009-05-30:07:22:36
48.8291	2.35275	56	2009-05-30:07:22:36
48.82899	2.35277	56	2009-05-30:07:22:36
48.82889	2.3527	56	2009-05-30:07:22:36
48.82878	2.35267	56	2009-05-30:07:22:36
48.82867	2.35269	56	2009-05-30:07:22:36
48.82858	2.35273	56	2009-05-30:07:22:36
48.82848	2.35279	56	2009-05-30:07:22:36
48.8284	2.35279	56	2009-05-30:07:22:36
48.82827	2.35279	56	2009-05-30:07:22:36
48.8283	2.35278	56	2009-05-30:07:22:36
48.8283	2.35273	56	2009-05-30:07:22:36
48.82819	2.35277	56	2009-05-30:07:22:36
48.8281	2.35273	56	2009-05-30:07:22:36
48.828	2.35271	56	2009-05-30:07:22:36
48.82786	2.35266	56	2009-05-30:07:22:36
48.82775	2.3526	56	2009-05-30:07:22:36
48.82766	2.35257	56	2009-05-30:07:22:36
48.82755	2.35245	56	2009-05-30:07:22:36
48.82745	2.35234	56	2009-05-30:07:22:36
48.82735	2.35228	56	2009-05-30:07:22:36
48.82725	2.35219	56	2009-05-30:07:22:36
48.82715	2.35207	56	2009-05-30:07:22:36
48.82704	2.35191	56	2009-05-30:07:22:36
48.82693	2.3517	56	2009-05-30:07:22:36
48.82682	2.35161	56	2009-05-30:07:22:36
48.82669	2.35155	56	2009-05-30:07:22:36
48.82661	2.35143	56	2009-05-30:07:22:36
48.8265	2.35134	56	2009-05-30:07:22:36
48.8265	2.3512	56	2009-05-30:07:22:36
48.8264	2.35103	56	2009-05-30:07:22:36
48.8263	2.35089	56	2009-05-30:07:22:36
48.82624	2.35077	56	2009-05-30:07:22:36
48.82614	2.35071	56	2009-05-30:07:22:36
48.82606	2.35064	56	2009-05-30:07:22:36
48.82595	2.35062	56	2009-05-30:07:22:36
48.82584	2.35061	56	2009-05-30:07:22:36
48.82579	2.35047	56	2009-05-30:07:22:36
48.82574	2.35034	56	2009-05-30:07:22:36
48.82569	2.35018	56	2009-05-30:07:22:36
48.82565	2.35003	56	2009-05-30:07:22:36
48.82555	2.34997	56	2009-05-30:07:22:36
48.82542	2.34993	56	2009-05-30:07:22:36
48.8253	2.34987	56	2009-05-30:07:22:36
48.82519	2.34977	56	2009-05-30:07:22:36
48.82507	2.3496	56	2009-05-30:07:22:36
48.82496	2.34945	56	2009-05-30:07:22:36
48.82486	2.34932	56	2009-05-30:07:22:36
48.82478	2.34921	56	2009-05-30:07:22:36
48.82471	2.34909	56	2009-05-30:07:22:36
48.82461	2.34898	56	2009-05-30:07:22:36
48.82449	2.34886	56	2009-05-30:07:22:36
48.82438	2.34873	56	2009-05-30:07:22:36
48.82418	2.34859	56	2009-05-30:07:22:36
48.82409	2.34865	56	2009-05-30:07:22:36
48.82401	2.34857	56	2009-05-30:07:22:36
48.82394	2.34841	56	2009-05-30:07:22:36
48.82372	2.34814	56	2009-05-30:07:22:36
48.82361	2.34811	56	2009-05-30:07:22:36
48.82349	2.34804	56	2009-05-30:07:22:36
48.82337	2.34792	56	2009-05-30:07:22:36
48.82327	2.34781	56	2009-05-30:07:22:36
48.82318	2.34771	56	2009-05-30:07:22:36
48.8231	2.34762	56	2009-05-30:07:22:36
48.82302	2.34754	56	2009-05-30:07:22:36
48.8229	2.34745	56	2009-05-30:07:22:36
48.82277	2.34736	56	2009-05-30:07:22:36
48.82266	2.34732	56	2009-05-30:07:22:36
48.82261	2.34719	56	2009-05-30:07:22:36
48.82249	2.34706	56	2009-05-30:07:22:36
48.82245	2.34721	56	2009-05-30:07:22:36
48.82241	2.34709	56	2009-05-30:07:22:36
48.82247	2.34695	56	2009-05-30:07:22:36
48.82249	2.34679	56	2009-05-30:07:22:36
48.82248	2.34662	56	2009-05-30:07:22:36
48.82251	2.34648	56	2009-05-30:07:22:36
48.82243	2.34642	56	2009-05-30:07:22:36
48.82234	2.34633	56	2009-05-30:07:22:36
48.82224	2.34634	56	2009-05-30:07:22:36
48.82219	2.34617	56	2009-05-30:07:22:36
48.82218	2.34602	56	2009-05-30:07:22:36
48.82217	2.34584	56	2009-05-30:07:22:36
48.82213	2.34565	56	2009-05-30:07:22:36
48.8221	2.34548	56	2009-05-30:07:22:36
48.82206	2.34529	56	2009-05-30:07:22:36
48.82203	2.34514	56	2009-05-30:07:22:36
48.82199	2.34495	56	2009-05-30:07:22:36
48.82194	2.3448	56	2009-05-30:07:22:36
48.8219	2.34465	56	2009-05-30:07:22:36
48.82188	2.3445	56	2009-05-30:07:22:36
48.82187	2.34435	56	2009-05-30:07:22:36
48.82186	2.34416	56	2009-05-30:07:22:36
48.82184	2.34397	56	2009-05-30:07:22:36
48.82181	2.34381	56	2009-05-30:07:22:36
48.82179	2.34365	56	2009-05-30:07:22:36
48.82176	2.34349	56	2009-05-30:07:22:36
48.82172	2.34334	56	2009-05-30:07:22:36
48.82167	2.3432	56	2009-05-30:07:22:36
48.8216	2.34307	56	2009-05-30:07:22:36
48.82151	2.34304	56	2009-05-30:07:22:36
48.82152	2.34288	56	2009-05-30:07:22:36
48.82168	2.34258	56	2009-05-30:07:22:36
48.82159	2.34246	56	2009-05-30:07:22:36
48.82147	2.3425	56	2009-05-30:07:22:36
48.82135	2.34254	56	2009-05-30:07:22:36
48.82124	2.34257	56	2009-05-30:07:22:36
48.82113	2.34266	56	2009-05-30:07:22:36
48.82101	2.34271	56	2009-05-30:07:22:36
48.82091	2.34271	56	2009-05-30:07:22:36
48.82079	2.34272	56	2009-05-30:07:22:36
48.82068	2.3427	56	2009-05-30:07:22:36
48.82059	2.34278	56	2009-05-30:07:22:36
48.82048	2.34277	56	2009-05-30:07:22:36
48.82036	2.3427	56	2009-05-30:07:22:36
48.82025	2.34268	56	2009-05-30:07:22:36
48.82014	2.34273	56	2009-05-30:07:22:36
48.82003	2.34275	56	2009-05-30:07:22:36
48.81993	2.34273	56	2009-05-30:07:22:36
48.81983	2.34273	56	2009-05-30:07:22:36
48.81974	2.34272	56	2009-05-30:07:22:36
48.81975	2.34255	56	2009-05-30:07:22:36
48.81977	2.34237	56	2009-05-30:07:22:36
48.81978	2.34219	56	2009-05-30:07:22:36
48.81983	2.34203	56	2009-05-30:07:22:36
48.81989	2.34195	56	2009-05-30:07:22:36
48.81986	2.34181	56	2009-05-30:07:22:36
48.81991	2.34164	56	2009-05-30:07:22:36
48.81991	2.34148	56	2009-05-30:07:22:36
48.81982	2.34133	56	2009-05-30:07:22:36
48.81983	2.34115	56	2009-05-30:07:22:36
48.81985	2.34099	56	2009-05-30:07:22:36
48.81991	2.34087	56	2009-05-30:07:22:36
48.81994	2.34072	56	2009-05-30:07:22:36
48.8199	2.34055	56	2009-05-30:07:22:36
48.81991	2.34041	56	2009-05-30:07:22:36
48.81995	2.34023	56	2009-05-30:07:22:36
48.81995	2.34014	56	2009-05-30:07:22:36
48.81996	2.34011	56	2009-05-30:07:22:36
48.81997	2.34006	56	2009-05-30:07:22:36
48.81999	2.34002	56	2009-05-30:07:22:36
48.82	2.33999	56	2009-05-30:07:22:36
48.82002	2.33996	56	2009-05-30:07:22:36
48.82003	2.33994	56	2009-05-30:07:22:36
48.82004	2.3399	56	2009-05-30:07:22:36
48.82007	2.33986	56	2009-05-30:07:22:36
48.82009	2.33982	56	2009-05-30:07:22:36
48.82011	2.33978	56	2009-05-30:07:22:36
48.82014	2.33975	56	2009-05-30:07:22:36
48.82015	2.33973	56	2009-05-30:07:22:36
48.82018	2.3397	56	2009-05-30:07:22:36
48.8202	2.33968	56	2009-05-30:07:22:36
48.82025	2.33969	56	2009-05-30:07:22:36
48.8203	2.33968	56	2009-05-30:07:22:36
48.82033	2.33967	56	2009-05-30:07:22:36
48.82035	2.33965	56	2009-05-30:07:22:36
48.82037	2.33964	56	2009-05-30:07:22:36
48.82038	2.33969	56	2009-05-30:07:22:36
48.82038	2.3397	56	2009-05-30:07:22:36
48.82028	2.33964	56	2009-05-30:07:22:36
48.82006	2.33979	57	2009-05-30:08:29:31
48.81965	2.34307	57	2009-05-30:08:29:31
48.81962	2.3458	57	2009-05-30:08:29:31
48.82031	2.34829	57	2009-05-30:08:29:31
48.82099	2.35086	57	2009-05-30:08:29:31
48.82098	2.35392	57	2009-05-30:08:29:31
48.82016	2.35626	57	2009-05-30:08:29:31
48.81895	2.35842	57	2009-05-30:08:29:31
48.81915	2.36109	57	2009-05-30:08:29:31
48.81973	2.36355	57	2009-05-30:08:29:31
48.82045	2.36571	57	2009-05-30:08:29:31
48.82121	2.36807	57	2009-05-30:08:29:31
48.821	2.37042	57	2009-05-30:08:29:31
48.81983	2.37256	57	2009-05-30:08:29:31
48.81849	2.37431	57	2009-05-30:08:29:31
48.81709	2.37405	57	2009-05-30:08:29:31
48.81572	2.37523	57	2009-05-30:08:29:31
48.81441	2.37639	57	2009-05-30:08:29:31
48.8129	2.37778	57	2009-05-30:08:29:31
48.81144	2.37923	57	2009-05-30:08:29:31
48.80992	2.38032	57	2009-05-30:08:29:31
48.81036	2.38219	57	2009-05-30:08:29:31
48.81136	2.3843	57	2009-05-30:08:29:31
48.81225	2.38633	57	2009-05-30:08:29:31
48.81328	2.38844	57	2009-05-30:08:29:31
48.81447	2.39035	57	2009-05-30:08:29:31
48.81538	2.39261	57	2009-05-30:08:29:31
48.81635	2.39477	57	2009-05-30:08:29:31
48.8174	2.3967	57	2009-05-30:08:29:31
48.81751	2.39872	57	2009-05-30:08:29:31
48.81619	2.40031	57	2009-05-30:08:29:31
48.81479	2.4019	57	2009-05-30:08:29:31
48.81457	2.40343	57	2009-05-30:08:29:31
48.81454	2.40557	57	2009-05-30:08:29:31
48.81444	2.40804	57	2009-05-30:08:29:31
48.81448	2.41068	57	2009-05-30:08:29:31
48.81461	2.4132	57	2009-05-30:08:29:31
48.81459	2.41573	57	2009-05-30:08:29:31
48.81505	2.41813	57	2009-05-30:08:29:31
48.8153	2.42055	57	2009-05-30:08:29:31
48.81459	2.42266	57	2009-05-30:08:29:31
48.81392	2.42498	57	2009-05-30:08:29:31
48.81305	2.42712	57	2009-05-30:08:29:31
48.81194	2.42907	57	2009-05-30:08:29:31
48.81096	2.43109	57	2009-05-30:08:29:31
48.80988	2.43285	57	2009-05-30:08:29:31
48.80885	2.43484	57	2009-05-30:08:29:31
48.80789	2.43694	57	2009-05-30:08:29:31
48.80684	2.43883	57	2009-05-30:08:29:31
48.80573	2.44076	57	2009-05-30:08:29:31
48.80475	2.44268	57	2009-05-30:08:29:31
48.80364	2.44463	57	2009-05-30:08:29:31
48.80179	2.44586	57	2009-05-30:08:29:31
48.80027	2.44618	57	2009-05-30:08:29:31
48.79957	2.44837	57	2009-05-30:08:29:31
48.79924	2.45091	57	2009-05-30:08:29:31
48.79899	2.45329	57	2009-05-30:08:29:31
48.79809	2.4553	57	2009-05-30:08:29:31
48.79688	2.45704	57	2009-05-30:08:29:31
48.7956	2.45869	57	2009-05-30:08:29:31
48.79433	2.46036	57	2009-05-30:08:29:31
48.7928	2.46146	57	2009-05-30:08:29:31
48.79134	2.46242	57	2009-05-30:08:29:31
48.79017	2.46416	57	2009-05-30:08:29:31
48.78933	2.46551	57	2009-05-30:08:29:31
48.78826	2.46735	57	2009-05-30:08:29:31
48.78698	2.46884	57	2009-05-30:08:29:31
48.78562	2.4702	57	2009-05-30:08:29:31
48.78429	2.47154	57	2009-05-30:08:29:31
48.78296	2.4728	57	2009-05-30:08:29:31
48.7816	2.47426	57	2009-05-30:08:29:31
48.7803	2.47557	57	2009-05-30:08:29:31
48.77895	2.47692	57	2009-05-30:08:29:31
48.77764	2.47833	57	2009-05-30:08:29:31
48.7763	2.47968	57	2009-05-30:08:29:31
48.77493	2.48114	57	2009-05-30:08:29:31
48.77359	2.48252	57	2009-05-30:08:29:31
48.77229	2.48385	57	2009-05-30:08:29:31
48.77096	2.48517	57	2009-05-30:08:29:31
48.76961	2.48646	57	2009-05-30:08:29:31
48.76819	2.4873	57	2009-05-30:08:29:31
48.76708	2.4889	57	2009-05-30:08:29:31
48.7658	2.49032	57	2009-05-30:08:29:31
48.76462	2.49219	57	2009-05-30:08:29:31
48.76333	2.49385	57	2009-05-30:08:29:31
48.76213	2.49553	57	2009-05-30:08:29:31
48.76083	2.49712	57	2009-05-30:08:29:31
48.75973	2.49911	57	2009-05-30:08:29:31
48.75862	2.50092	57	2009-05-30:08:29:31
48.75754	2.50269	57	2009-05-30:08:29:31
48.75641	2.50443	57	2009-05-30:08:29:31
48.75482	2.50529	57	2009-05-30:08:29:31
48.75348	2.50652	57	2009-05-30:08:29:31
48.75177	2.50679	57	2009-05-30:08:29:31
48.75029	2.50785	57	2009-05-30:08:29:31
48.74876	2.50888	57	2009-05-30:08:29:31
48.74731	2.50998	57	2009-05-30:08:29:31
48.74579	2.51088	57	2009-05-30:08:29:31
48.7443	2.51195	57	2009-05-30:08:29:31
48.74288	2.51311	57	2009-05-30:08:29:31
48.74146	2.51428	57	2009-05-30:08:29:31
48.74007	2.51542	57	2009-05-30:08:29:31
48.73864	2.51661	57	2009-05-30:08:29:31
48.73724	2.51773	57	2009-05-30:08:29:31
48.7358	2.51888	57	2009-05-30:08:29:31
48.73438	2.52008	57	2009-05-30:08:29:31
48.73302	2.52147	57	2009-05-30:08:29:31
48.73179	2.5229	57	2009-05-30:08:29:31
48.73075	2.52483	57	2009-05-30:08:29:31
48.72964	2.52668	57	2009-05-30:08:29:31
48.72858	2.52855	57	2009-05-30:08:29:31
48.72758	2.53047	57	2009-05-30:08:29:31
48.72612	2.53128	57	2009-05-30:08:29:31
48.72455	2.53113	57	2009-05-30:08:29:31
48.72318	2.53213	57	2009-05-30:08:29:31
48.72201	2.53361	57	2009-05-30:08:29:31
48.72044	2.53327	57	2009-05-30:08:29:31
48.7192	2.53409	57	2009-05-30:08:29:31
48.71789	2.53518	57	2009-05-30:08:29:31
48.71677	2.53696	57	2009-05-30:08:29:31
48.7152	2.53721	57	2009-05-30:08:29:31
48.7135	2.53776	57	2009-05-30:08:29:31
48.71191	2.53873	57	2009-05-30:08:29:31
48.71042	2.53961	57	2009-05-30:08:29:31
48.70904	2.54086	57	2009-05-30:08:29:31
48.7077	2.54214	57	2009-05-30:08:29:31
48.70664	2.54375	57	2009-05-30:08:29:31
48.7055	2.5454	57	2009-05-30:08:29:31
48.70395	2.54547	57	2009-05-30:08:29:31
48.70262	2.54513	57	2009-05-30:08:29:31
48.70298	2.54743	57	2009-05-30:08:29:31
48.7035	2.54972	57	2009-05-30:08:29:31
48.70456	2.55157	57	2009-05-30:08:29:31
48.7057	2.55323	57	2009-05-30:08:29:31
48.70492	2.55505	57	2009-05-30:08:29:31
48.70391	2.55684	57	2009-05-30:08:29:31
48.70296	2.55875	57	2009-05-30:08:29:31
48.70321	2.56066	57	2009-05-30:08:29:31
48.7044	2.56239	57	2009-05-30:08:29:31
48.70456	2.56253	57	2009-05-30:08:29:31
48.70457	2.56251	57	2009-05-30:08:29:31
48.70458	2.56252	57	2009-05-30:08:29:31
48.70458	2.56252	57	2009-05-30:08:29:31
48.70456	2.56249	57	2009-05-30:08:29:31
48.70455	2.56251	57	2009-05-30:08:29:31
48.70458	2.56251	57	2009-05-30:08:29:31
48.7046	2.5625	57	2009-05-30:08:29:31
48.7046	2.56248	57	2009-05-30:08:29:31
48.7046	2.56245	57	2009-05-30:08:29:31
48.70459	2.56243	57	2009-05-30:08:29:31
48.7046	2.5624	57	2009-05-30:08:29:31
48.7046	2.56238	57	2009-05-30:08:29:31
48.70461	2.56236	57	2009-05-30:08:29:31
48.70462	2.56234	57	2009-05-30:08:29:31
48.70463	2.56232	57	2009-05-30:08:29:31
48.70464	2.5623	57	2009-05-30:08:29:31
48.70463	2.56228	57	2009-05-30:08:29:31
48.70463	2.56226	57	2009-05-30:08:29:31
48.70461	2.56226	57	2009-05-30:08:29:31
48.7046	2.56228	57	2009-05-30:08:29:31
48.70459	2.5623	57	2009-05-30:08:29:31
48.70458	2.56231	57	2009-05-30:08:29:31
48.70453	2.55576	58	2009-05-30:14:48:13
48.70584	2.55356	58	2009-05-30:14:48:13
48.70448	2.55137	58	2009-05-30:14:48:13
48.70307	2.54801	58	2009-05-30:14:48:13
48.70294	2.54485	58	2009-05-30:14:48:13
48.70454	2.54576	58	2009-05-30:14:48:13
48.70619	2.54451	58	2009-05-30:14:48:13
48.70709	2.54319	58	2009-05-30:14:48:13
48.7087	2.54135	58	2009-05-30:14:48:13
48.71064	2.53951	58	2009-05-30:14:48:13
48.71279	2.5383	58	2009-05-30:14:48:13
48.71466	2.53728	58	2009-05-30:14:48:13
48.71661	2.53722	58	2009-05-30:14:48:13
48.71799	2.5352	58	2009-05-30:14:48:13
48.71952	2.53403	58	2009-05-30:14:48:13
48.72081	2.53341	58	2009-05-30:14:48:13
48.72247	2.53346	58	2009-05-30:14:48:13
48.7232	2.53227	58	2009-05-30:14:48:13
48.72477	2.53109	58	2009-05-30:14:48:13
48.72663	2.53111	58	2009-05-30:14:48:13
48.72796	2.52996	58	2009-05-30:14:48:13
48.72905	2.52796	58	2009-05-30:14:48:13
48.73022	2.52588	58	2009-05-30:14:48:13
48.73135	2.52386	58	2009-05-30:14:48:13
48.73255	2.52212	58	2009-05-30:14:48:13
48.73416	2.52081	58	2009-05-30:14:48:13
48.73577	2.51956	58	2009-05-30:14:48:13
48.73715	2.5184	58	2009-05-30:14:48:13
48.7386	2.51711	58	2009-05-30:14:48:13
48.74009	2.51588	58	2009-05-30:14:48:13
48.74148	2.5147	58	2009-05-30:14:48:13
48.74288	2.5135	58	2009-05-30:14:48:13
48.74402	2.51256	58	2009-05-30:14:48:13
48.74503	2.51164	58	2009-05-30:14:48:13
48.74647	2.51057	58	2009-05-30:14:48:13
48.74801	2.50945	58	2009-05-30:14:48:13
48.74954	2.50842	58	2009-05-30:14:48:13
48.75098	2.50728	58	2009-05-30:14:48:13
48.75261	2.50668	58	2009-05-30:14:48:13
48.75425	2.50632	58	2009-05-30:14:48:13
48.75566	2.505	58	2009-05-30:14:48:13
48.75729	2.50443	58	2009-05-30:14:48:13
48.75845	2.50279	58	2009-05-30:14:48:13
48.75926	2.50067	58	2009-05-30:14:48:13
48.7602	2.49873	58	2009-05-30:14:48:13
48.76134	2.49677	58	2009-05-30:14:48:13
48.76254	2.49515	58	2009-05-30:14:48:13
48.76373	2.49351	58	2009-05-30:14:48:13
48.765	2.4919	58	2009-05-30:14:48:13
48.76625	2.49022	58	2009-05-30:14:48:13
48.76756	2.48875	58	2009-05-30:14:48:13
48.76885	2.48747	58	2009-05-30:14:48:13
48.77015	2.4861	58	2009-05-30:14:48:13
48.77152	2.4847	58	2009-05-30:14:48:13
48.77289	2.48327	58	2009-05-30:14:48:13
48.7743	2.48186	58	2009-05-30:14:48:13
48.7757	2.48042	58	2009-05-30:14:48:13
48.7771	2.47911	58	2009-05-30:14:48:13
48.77844	2.47775	58	2009-05-30:14:48:13
48.77982	2.47632	58	2009-05-30:14:48:13
48.7811	2.47496	58	2009-05-30:14:48:13
48.78247	2.47362	58	2009-05-30:14:48:13
48.78389	2.47212	58	2009-05-30:14:48:13
48.78526	2.47071	58	2009-05-30:14:48:13
48.78626	2.46963	58	2009-05-30:14:48:13
48.78765	2.46827	58	2009-05-30:14:48:13
48.7889	2.46675	58	2009-05-30:14:48:13
48.78975	2.46473	58	2009-05-30:14:48:13
48.7908	2.46289	58	2009-05-30:14:48:13
48.79225	2.46192	58	2009-05-30:14:48:13
48.79382	2.46115	58	2009-05-30:14:48:13
48.79501	2.45949	58	2009-05-30:14:48:13
48.79628	2.45807	58	2009-05-30:14:48:13
48.79747	2.45653	58	2009-05-30:14:48:13
