y	x	group	clickSelects
48.81985	2.3397	22	2009-05-01:15:52:16
48.81986	2.33972	22	2009-05-01:15:52:16
48.81988	2.33973	22	2009-05-01:15:52:16
48.8199	2.33974	22	2009-05-01:15:52:16
48.8199	2.33976	22	2009-05-01:15:52:16
48.81999	2.33982	22	2009-05-01:15:52:16
48.82001	2.33984	22	2009-05-01:15:52:16
48.81619	2.30747	23	2009-05-04:07:18:11
48.81651	2.3064	23	2009-05-04:07:18:11
48.81596	2.30549	23	2009-05-04:07:18:11
48.81527	2.30456	23	2009-05-04:07:18:11
48.8145	2.30363	23	2009-05-04:07:18:11
48.81367	2.30278	23	2009-05-04:07:18:11
48.81298	2.30176	23	2009-05-04:07:18:11
48.81216	2.30093	23	2009-05-04:07:18:11
48.81118	2.29999	23	2009-05-04:07:18:11
48.81031	2.29935	23	2009-05-04:07:18:11
48.80965	2.29847	23	2009-05-04:07:18:11
48.80918	2.29737	23	2009-05-04:07:18:11
48.8085	2.29639	23	2009-05-04:07:18:11
48.80791	2.29526	23	2009-05-04:07:18:11
48.80728	2.29417	23	2009-05-04:07:18:11
48.80672	2.29319	23	2009-05-04:07:18:11
48.80607	2.29214	23	2009-05-04:07:18:11
48.80547	2.29106	23	2009-05-04:07:18:11
48.8049	2.28996	23	2009-05-04:07:18:11
48.80428	2.28895	23	2009-05-04:07:18:11
48.80361	2.28812	23	2009-05-04:07:18:11
48.80291	2.28723	23	2009-05-04:07:18:11
48.80252	2.28613	23	2009-05-04:07:18:11
48.80181	2.28519	23	2009-05-04:07:18:11
48.80125	2.28415	23	2009-05-04:07:18:11
48.80059	2.28313	23	2009-05-04:07:18:11
48.79999	2.28216	23	2009-05-04:07:18:11
48.79947	2.28113	23	2009-05-04:07:18:11
48.79883	2.28005	23	2009-05-04:07:18:11
48.7982	2.27893	23	2009-05-04:07:18:11
48.7976	2.27784	23	2009-05-04:07:18:11
48.79696	2.27676	23	2009-05-04:07:18:11
48.79644	2.27597	23	2009-05-04:07:18:11
48.79594	2.27506	23	2009-05-04:07:18:11
48.79536	2.27418	23	2009-05-04:07:18:11
48.79483	2.27326	23	2009-05-04:07:18:11
48.79431	2.27225	23	2009-05-04:07:18:11
48.79369	2.27133	23	2009-05-04:07:18:11
48.79318	2.27031	23	2009-05-04:07:18:11
48.79267	2.26917	23	2009-05-04:07:18:11
48.79225	2.26806	23	2009-05-04:07:18:11
48.79182	2.26691	23	2009-05-04:07:18:11
48.79137	2.26582	23	2009-05-04:07:18:11
48.79085	2.26462	23	2009-05-04:07:18:11
48.79041	2.26351	23	2009-05-04:07:18:11
48.78994	2.26237	23	2009-05-04:07:18:11
48.78949	2.26131	23	2009-05-04:07:18:11
48.78904	2.2601	23	2009-05-04:07:18:11
48.78855	2.25893	23	2009-05-04:07:18:11
48.78815	2.25801	23	2009-05-04:07:18:11
48.7877	2.25691	23	2009-05-04:07:18:11
48.78727	2.25586	23	2009-05-04:07:18:11
48.78683	2.25474	23	2009-05-04:07:18:11
48.7864	2.25362	23	2009-05-04:07:18:11
48.78596	2.2525	23	2009-05-04:07:18:11
48.78549	2.2514	23	2009-05-04:07:18:11
48.78497	2.25029	23	2009-05-04:07:18:11
48.78449	2.24905	23	2009-05-04:07:18:11
48.78403	2.24781	23	2009-05-04:07:18:11
48.78358	2.24666	23	2009-05-04:07:18:11
48.78315	2.24559	23	2009-05-04:07:18:11
48.78255	2.24465	23	2009-05-04:07:18:11
48.78218	2.24354	23	2009-05-04:07:18:11
48.78177	2.24239	23	2009-05-04:07:18:11
48.78151	2.24185	23	2009-05-04:07:18:11
48.78132	2.24132	23	2009-05-04:07:18:11
48.78083	2.24032	23	2009-05-04:07:18:11
48.78049	2.23927	23	2009-05-04:07:18:11
48.78004	2.23822	23	2009-05-04:07:18:11
48.77961	2.23721	23	2009-05-04:07:18:11
48.77919	2.23608	23	2009-05-04:07:18:11
48.77869	2.23492	23	2009-05-04:07:18:11
48.77826	2.23387	23	2009-05-04:07:18:11
48.77781	2.23282	23	2009-05-04:07:18:11
48.77736	2.2318	23	2009-05-04:07:18:11
48.77707	2.23061	23	2009-05-04:07:18:11
48.77651	2.22964	23	2009-05-04:07:18:11
48.77589	2.22878	23	2009-05-04:07:18:11
48.77505	2.22871	23	2009-05-04:07:18:11
48.77417	2.22883	23	2009-05-04:07:18:11
48.77326	2.22895	23	2009-05-04:07:18:11
48.77238	2.22909	23	2009-05-04:07:18:11
48.77153	2.22921	23	2009-05-04:07:18:11
48.77068	2.2292	23	2009-05-04:07:18:11
48.7698	2.22926	23	2009-05-04:07:18:11
48.76892	2.22952	23	2009-05-04:07:18:11
48.76807	2.22968	23	2009-05-04:07:18:11
48.76721	2.22975	23	2009-05-04:07:18:11
48.76613	2.22907	23	2009-05-04:07:18:11
48.76543	2.22832	23	2009-05-04:07:18:11
48.7647	2.2276	23	2009-05-04:07:18:11
48.76403	2.22687	23	2009-05-04:07:18:11
48.76336	2.22598	23	2009-05-04:07:18:11
48.76283	2.22503	23	2009-05-04:07:18:11
48.76222	2.2243	23	2009-05-04:07:18:11
48.76169	2.22334	23	2009-05-04:07:18:11
48.76109	2.22254	23	2009-05-04:07:18:11
48.76045	2.22176	23	2009-05-04:07:18:11
48.75981	2.22094	23	2009-05-04:07:18:11
48.75912	2.22026	23	2009-05-04:07:18:11
48.75843	2.21966	23	2009-05-04:07:18:11
48.75769	2.21904	23	2009-05-04:07:18:11
48.757	2.21843	23	2009-05-04:07:18:11
48.75624	2.21784	23	2009-05-04:07:18:11
48.7557	2.217	23	2009-05-04:07:18:11
48.75531	2.21592	23	2009-05-04:07:18:11
48.75484	2.21507	23	2009-05-04:07:18:11
48.75408	2.21571	23	2009-05-04:07:18:11
48.75332	2.21583	23	2009-05-04:07:18:11
48.75267	2.21508	23	2009-05-04:07:18:11
48.75197	2.21436	23	2009-05-04:07:18:11
48.75141	2.21339	23	2009-05-04:07:18:11
48.75081	2.21245	23	2009-05-04:07:18:11
48.75051	2.21127	23	2009-05-04:07:18:11
48.75087	2.21014	23	2009-05-04:07:18:11
48.75119	2.20903	23	2009-05-04:07:18:11
48.75151	2.20788	23	2009-05-04:07:18:11
48.75189	2.20675	23	2009-05-04:07:18:11
48.75221	2.20564	23	2009-05-04:07:18:11
48.75254	2.20455	23	2009-05-04:07:18:11
48.75291	2.20342	23	2009-05-04:07:18:11
48.75328	2.20231	23	2009-05-04:07:18:11
48.75371	2.20124	23	2009-05-04:07:18:11
48.75411	2.20014	23	2009-05-04:07:18:11
48.7545	2.19906	23	2009-05-04:07:18:11
48.75494	2.19793	23	2009-05-04:07:18:11
48.75534	2.19678	23	2009-05-04:07:18:11
48.75553	2.19625	23	2009-05-04:07:18:11
48.75591	2.19518	23	2009-05-04:07:18:11
48.75631	2.19412	23	2009-05-04:07:18:11
48.75668	2.19304	23	2009-05-04:07:18:11
48.75717	2.19204	23	2009-05-04:07:18:11
48.75774	2.19105	23	2009-05-04:07:18:11
48.75809	2.18993	23	2009-05-04:07:18:11
48.75836	2.1888	23	2009-05-04:07:18:11
48.75874	2.1877	23	2009-05-04:07:18:11
48.75922	2.18669	23	2009-05-04:07:18:11
48.75979	2.18585	23	2009-05-04:07:18:11
48.76041	2.18507	23	2009-05-04:07:18:11
48.76097	2.18421	23	2009-05-04:07:18:11
48.76137	2.18317	23	2009-05-04:07:18:11
48.76165	2.18205	23	2009-05-04:07:18:11
48.76175	2.18088	23	2009-05-04:07:18:11
48.76174	2.17969	23	2009-05-04:07:18:11
48.76189	2.17854	23	2009-05-04:07:18:11
48.7623	2.17752	23	2009-05-04:07:18:11
48.76267	2.17645	23	2009-05-04:07:18:11
48.76307	2.17539	23	2009-05-04:07:18:11
48.76345	2.17422	23	2009-05-04:07:18:11
48.76366	2.17307	23	2009-05-04:07:18:11
48.76383	2.17189	23	2009-05-04:07:18:11
48.76435	2.17109	23	2009-05-04:07:18:11
48.7643	2.17197	23	2009-05-04:07:18:11
48.76408	2.17311	23	2009-05-04:07:18:11
48.76427	2.17429	23	2009-05-04:07:18:11
48.76479	2.17535	23	2009-05-04:07:18:11
48.76525	2.1763	23	2009-05-04:07:18:11
48.76577	2.17728	23	2009-05-04:07:18:11
48.76598	2.17852	23	2009-05-04:07:18:11
48.76589	2.17931	23	2009-05-04:07:18:11
48.76591	2.17937	23	2009-05-04:07:18:11
48.76593	2.17941	23	2009-05-04:07:18:11
48.76595	2.17945	23	2009-05-04:07:18:11
48.76597	2.17947	23	2009-05-04:07:18:11
48.76599	2.17949	23	2009-05-04:07:18:11
48.76601	2.17952	23	2009-05-04:07:18:11
48.76603	2.17955	23	2009-05-04:07:18:11
48.76606	2.17958	23	2009-05-04:07:18:11
48.76608	2.1796	23	2009-05-04:07:18:11
48.76611	2.17961	23	2009-05-04:07:18:11
48.76612	2.17963	23	2009-05-04:07:18:11
48.76614	2.17967	23	2009-05-04:07:18:11
48.76616	2.17972	23	2009-05-04:07:18:11
48.76619	2.17977	23	2009-05-04:07:18:11
48.76621	2.17983	23	2009-05-04:07:18:11
48.76624	2.17987	23	2009-05-04:07:18:11
48.76628	2.17989	23	2009-05-04:07:18:11
48.7663	2.17993	23	2009-05-04:07:18:11
48.76632	2.17994	23	2009-05-04:07:18:11
48.76632	2.17996	23	2009-05-04:07:18:11
48.76632	2.17998	23	2009-05-04:07:18:11
48.76632	2.17999	23	2009-05-04:07:18:11
48.76175	2.17885	24	2009-05-04:16:13:39
48.76174	2.1805	24	2009-05-04:16:13:39
48.76164	2.18195	24	2009-05-04:16:13:39
48.76144	2.18338	24	2009-05-04:16:13:39
48.76075	2.18479	24	2009-05-04:16:13:39
48.75995	2.18605	24	2009-05-04:16:13:39
48.75938	2.18681	24	2009-05-04:16:13:39
48.75866	2.18838	24	2009-05-04:16:13:39
48.75829	2.18994	24	2009-05-04:16:13:39
48.75785	2.19159	24	2009-05-04:16:13:39
48.75707	2.19235	24	2009-05-04:16:13:39
48.75649	2.19388	24	2009-05-04:16:13:39
48.75597	2.19529	24	2009-05-04:16:13:39
48.75531	2.19707	24	2009-05-04:16:13:39
48.75481	2.19836	24	2009-05-04:16:13:39
48.75429	2.19971	24	2009-05-04:16:13:39
48.75383	2.20105	24	2009-05-04:16:13:39
48.75333	2.20239	24	2009-05-04:16:13:39
48.75281	2.20371	24	2009-05-04:16:13:39
48.75241	2.20493	24	2009-05-04:16:13:39
48.75204	2.20617	24	2009-05-04:16:13:39
48.7516	2.2076	24	2009-05-04:16:13:39
48.75119	2.20897	24	2009-05-04:16:13:39
48.75084	2.21016	24	2009-05-04:16:13:39
48.75057	2.21141	24	2009-05-04:16:13:39
48.75127	2.21316	24	2009-05-04:16:13:39
48.75204	2.21427	24	2009-05-04:16:13:39
48.75284	2.21523	24	2009-05-04:16:13:39
48.75366	2.21585	24	2009-05-04:16:13:39
48.75453	2.2154	24	2009-05-04:16:13:39
48.75524	2.21591	24	2009-05-04:16:13:39
48.7558	2.21713	24	2009-05-04:16:13:39
48.75623	2.21781	24	2009-05-04:16:13:39
48.75686	2.21835	24	2009-05-04:16:13:39
48.75762	2.21893	24	2009-05-04:16:13:39
48.75837	2.21955	24	2009-05-04:16:13:39
48.75917	2.22026	24	2009-05-04:16:13:39
48.75995	2.22103	24	2009-05-04:16:13:39
48.76062	2.2218	24	2009-05-04:16:13:39
48.76124	2.22262	24	2009-05-04:16:13:39
48.76183	2.22381	24	2009-05-04:16:13:39
48.76255	2.22475	24	2009-05-04:16:13:39
48.76321	2.2258	24	2009-05-04:16:13:39
48.76392	2.22666	24	2009-05-04:16:13:39
48.76467	2.22745	24	2009-05-04:16:13:39
48.76537	2.22821	24	2009-05-04:16:13:39
48.76608	2.22902	24	2009-05-04:16:13:39
48.76671	2.22997	24	2009-05-04:16:13:39
48.7673	2.23034	24	2009-05-04:16:13:39
48.76813	2.23027	24	2009-05-04:16:13:39
48.76895	2.23038	24	2009-05-04:16:13:39
48.76983	2.23026	24	2009-05-04:16:13:39
48.77063	2.2298	24	2009-05-04:16:13:39
48.7715	2.22941	24	2009-05-04:16:13:39
48.77236	2.22928	24	2009-05-04:16:13:39
48.77319	2.22916	24	2009-05-04:16:13:39
48.77402	2.22902	24	2009-05-04:16:13:39
48.77492	2.22889	24	2009-05-04:16:13:39
48.77584	2.22894	24	2009-05-04:16:13:39
48.77644	2.22981	24	2009-05-04:16:13:39
48.7769	2.2309	24	2009-05-04:16:13:39
48.77739	2.23197	24	2009-05-04:16:13:39
48.77787	2.23308	24	2009-05-04:16:13:39
48.77829	2.23417	24	2009-05-04:16:13:39
48.77851	2.23477	24	2009-05-04:16:13:39
48.77894	2.23589	24	2009-05-04:16:13:39
48.77947	2.23694	24	2009-05-04:16:13:39
48.77991	2.2381	24	2009-05-04:16:13:39
48.78032	2.23917	24	2009-05-04:16:13:39
48.78077	2.24023	24	2009-05-04:16:13:39
48.78122	2.24131	24	2009-05-04:16:13:39
48.78166	2.24235	24	2009-05-04:16:13:39
48.78208	2.24343	24	2009-05-04:16:13:39
48.78252	2.2445	24	2009-05-04:16:13:39
48.78296	2.24559	24	2009-05-04:16:13:39
48.78338	2.24666	24	2009-05-04:16:13:39
48.7838	2.24767	24	2009-05-04:16:13:39
48.78423	2.24869	24	2009-05-04:16:13:39
48.78467	2.24975	24	2009-05-04:16:13:39
48.78507	2.2508	24	2009-05-04:16:13:39
48.78547	2.25189	24	2009-05-04:16:13:39
48.78593	2.25298	24	2009-05-04:16:13:39
48.78639	2.25401	24	2009-05-04:16:13:39
48.78688	2.25509	24	2009-05-04:16:13:39
48.78728	2.25613	24	2009-05-04:16:13:39
48.78769	2.25717	24	2009-05-04:16:13:39
48.78813	2.25823	24	2009-05-04:16:13:39
48.78855	2.25929	24	2009-05-04:16:13:39
48.789	2.26039	24	2009-05-04:16:13:39
48.78944	2.26145	24	2009-05-04:16:13:39
48.78987	2.26256	24	2009-05-04:16:13:39
48.7903	2.2636	24	2009-05-04:16:13:39
48.79078	2.26472	24	2009-05-04:16:13:39
48.79122	2.2658	24	2009-05-04:16:13:39
48.79167	2.26684	24	2009-05-04:16:13:39
48.79209	2.26789	24	2009-05-04:16:13:39
48.79251	2.26893	24	2009-05-04:16:13:39
48.79296	2.26995	24	2009-05-04:16:13:39
48.79344	2.27099	24	2009-05-04:16:13:39
48.79399	2.27195	24	2009-05-04:16:13:39
48.79451	2.27287	24	2009-05-04:16:13:39
48.79507	2.27384	24	2009-05-04:16:13:39
48.79563	2.2748	24	2009-05-04:16:13:39
48.79616	2.27578	24	2009-05-04:16:13:39
48.7967	2.27665	24	2009-05-04:16:13:39
48.79729	2.27763	24	2009-05-04:16:13:39
48.79793	2.2787	24	2009-05-04:16:13:39
48.79853	2.27978	24	2009-05-04:16:13:39
48.79913	2.28076	24	2009-05-04:16:13:39
48.79963	2.28172	24	2009-05-04:16:13:39
48.80021	2.28262	24	2009-05-04:16:13:39
48.80067	2.2836	24	2009-05-04:16:13:39
48.80129	2.2845	24	2009-05-04:16:13:39
48.80184	2.28535	24	2009-05-04:16:13:39
48.80238	2.2863	24	2009-05-04:16:13:39
48.803	2.2872	24	2009-05-04:16:13:39
48.80364	2.28797	24	2009-05-04:16:13:39
48.8041	2.28905	24	2009-05-04:16:13:39
48.80466	2.2899	24	2009-05-04:16:13:39
48.80529	2.29071	24	2009-05-04:16:13:39
48.80587	2.29168	24	2009-05-04:16:13:39
48.8064	2.29265	24	2009-05-04:16:13:39
48.80691	2.29364	24	2009-05-04:16:13:39
48.80744	2.29459	24	2009-05-04:16:13:39
48.80793	2.29555	24	2009-05-04:16:13:39
48.80839	2.29649	24	2009-05-04:16:13:39
48.80894	2.29738	24	2009-05-04:16:13:39
48.8092	2.29791	24	2009-05-04:16:13:39
48.8098	2.29865	24	2009-05-04:16:13:39
48.81054	2.29927	24	2009-05-04:16:13:39
48.8111	2.3001	24	2009-05-04:16:13:39
48.81172	2.30078	24	2009-05-04:16:13:39
48.81148	2.30181	24	2009-05-04:16:13:39
48.81119	2.30284	24	2009-05-04:16:13:39
48.81176	2.3037	24	2009-05-04:16:13:39
48.81227	2.30459	24	2009-05-04:16:13:39
48.81282	2.30553	24	2009-05-04:16:13:39
48.81334	2.30642	24	2009-05-04:16:13:39
48.81395	2.30728	24	2009-05-04:16:13:39
48.81449	2.3082	24	2009-05-04:16:13:39
48.81489	2.30918	24	2009-05-04:16:13:39
48.81539	2.31009	24	2009-05-04:16:13:39
48.81594	2.31098	24	2009-05-04:16:13:39
48.81631	2.31212	24	2009-05-04:16:13:39
48.81667	2.31318	24	2009-05-04:16:13:39
48.81701	2.31431	24	2009-05-04:16:13:39
48.81737	2.31542	24	2009-05-04:16:13:39
48.81769	2.31659	24	2009-05-04:16:13:39
48.81803	2.31772	24	2009-05-04:16:13:39
48.81837	2.31876	24	2009-05-04:16:13:39
48.81849	2.31978	24	2009-05-04:16:13:39
48.81837	2.32095	24	2009-05-04:16:13:39
48.81813	2.32214	24	2009-05-04:16:13:39
48.81807	2.32331	24	2009-05-04:16:13:39
48.81777	2.32443	24	2009-05-04:16:13:39
48.81759	2.3256	24	2009-05-04:16:13:39
48.81745	2.32669	24	2009-05-04:16:13:39
48.81735	2.32791	24	2009-05-04:16:13:39
48.81721	2.3291	24	2009-05-04:16:13:39
48.81716	2.3304	24	2009-05-04:16:13:39
48.81703	2.3315	24	2009-05-04:16:13:39
48.81739	2.33234	24	2009-05-04:16:13:39
48.81867	2.333	24	2009-05-04:16:13:39
48.81939	2.33345	24	2009-05-04:16:13:39
48.82014	2.33383	24	2009-05-04:16:13:39
48.82088	2.33425	24	2009-05-04:16:13:39
48.82103	2.33513	24	2009-05-04:16:13:39
48.8208	2.3363	24	2009-05-04:16:13:39
48.82058	2.3374	24	2009-05-04:16:13:39
48.82034	2.33852	24	2009-05-04:16:13:39
48.82029	2.33884	24	2009-05-04:16:13:39
48.82027	2.33891	24	2009-05-04:16:13:39
48.82025	2.33897	24	2009-05-04:16:13:39
48.82023	2.33902	24	2009-05-04:16:13:39
48.82019	2.33907	24	2009-05-04:16:13:39
48.82017	2.33912	24	2009-05-04:16:13:39
48.82016	2.33918	24	2009-05-04:16:13:39
48.82016	2.33925	24	2009-05-04:16:13:39
48.82016	2.33931	24	2009-05-04:16:13:39
48.82016	2.33938	24	2009-05-04:16:13:39
48.82016	2.33945	24	2009-05-04:16:13:39
48.82015	2.33952	24	2009-05-04:16:13:39
48.82014	2.33959	24	2009-05-04:16:13:39
48.82012	2.33966	24	2009-05-04:16:13:39
48.82011	2.33971	24	2009-05-04:16:13:39
48.8201	2.33974	24	2009-05-04:16:13:39
48.82009	2.33976	24	2009-05-04:16:13:39
48.82007	2.33977	24	2009-05-04:16:13:39
48.82009	2.33978	24	2009-05-04:16:13:39
48.8201	2.33978	24	2009-05-04:16:13:39
48.82011	2.3398	24	2009-05-04:16:13:39
48.82013	2.33981	24	2009-05-04:16:13:39
48.81905	2.34096	24	2009-05-04:16:13:39
48.8171	2.31776	25	2009-05-05:08:02:31
48.81625	2.31745	25	2009-05-05:08:02:31
48.81626	2.31608	25	2009-05-05:08:02:31
48.81675	2.31462	25	2009-05-05:08:02:31
48.81653	2.31325	25	2009-05-05:08:02:31
48.81604	2.31212	25	2009-05-05:08:02:31
48.81586	2.31093	25	2009-05-05:08:02:31
48.81616	2.3096	25	2009-05-05:08:02:31
48.81626	2.30831	25	2009-05-05:08:02:31
48.8164	2.30709	25	2009-05-05:08:02:31
48.81616	2.30639	25	2009-05-05:08:02:31
48.81603	2.30536	25	2009-05-05:08:02:31
48.81523	2.30479	25	2009-05-05:08:02:31
48.81472	2.30377	25	2009-05-05:08:02:31
48.81399	2.30292	25	2009-05-05:08:02:31
48.81339	2.302	25	2009-05-05:08:02:31
48.81259	2.30126	25	2009-05-05:08:02:31
48.81171	2.3005	25	2009-05-05:08:02:31
48.81087	2.29961	25	2009-05-05:08:02:31
48.81019	2.29875	25	2009-05-05:08:02:31
48.80947	2.29796	25	2009-05-05:08:02:31
48.80871	2.29707	25	2009-05-05:08:02:31
48.80833	2.29607	25	2009-05-05:08:02:31
48.80762	2.29521	25	2009-05-05:08:02:31
48.8072	2.29398	25	2009-05-05:08:02:31
48.80671	2.2931	25	2009-05-05:08:02:31
48.80623	2.29226	25	2009-05-05:08:02:31
48.80559	2.29125	25	2009-05-05:08:02:31
48.80501	2.29018	25	2009-05-05:08:02:31
48.80442	2.28925	25	2009-05-05:08:02:31
48.80384	2.28831	25	2009-05-05:08:02:31
48.8031	2.28734	25	2009-05-05:08:02:31
48.80262	2.28649	25	2009-05-05:08:02:31
48.80219	2.28584	25	2009-05-05:08:02:31
48.80167	2.28481	25	2009-05-05:08:02:31
48.80106	2.28391	25	2009-05-05:08:02:31
48.80055	2.28288	25	2009-05-05:08:02:31
48.79997	2.28202	25	2009-05-05:08:02:31
48.79933	2.28098	25	2009-05-05:08:02:31
48.79876	2.27995	25	2009-05-05:08:02:31
48.79835	2.27884	25	2009-05-05:08:02:31
48.7977	2.27803	25	2009-05-05:08:02:31
48.79705	2.27713	25	2009-05-05:08:02:31
48.79647	2.27628	25	2009-05-05:08:02:31
48.79594	2.27526	25	2009-05-05:08:02:31
48.79543	2.27425	25	2009-05-05:08:02:31
48.79482	2.27322	25	2009-05-05:08:02:31
48.79425	2.27225	25	2009-05-05:08:02:31
48.79364	2.27123	25	2009-05-05:08:02:31
48.79307	2.2702	25	2009-05-05:08:02:31
48.7926	2.269	25	2009-05-05:08:02:31
48.79211	2.2679	25	2009-05-05:08:02:31
48.79171	2.26685	25	2009-05-05:08:02:31
48.79126	2.26569	25	2009-05-05:08:02:31
48.79082	2.26453	25	2009-05-05:08:02:31
48.79036	2.26339	25	2009-05-05:08:02:31
48.78983	2.26227	25	2009-05-05:08:02:31
48.78941	2.26113	25	2009-05-05:08:02:31
48.78895	2.26014	25	2009-05-05:08:02:31
48.78853	2.25897	25	2009-05-05:08:02:31
48.78805	2.25785	25	2009-05-05:08:02:31
48.78761	2.25675	25	2009-05-05:08:02:31
48.78717	2.25565	25	2009-05-05:08:02:31
48.7867	2.25448	25	2009-05-05:08:02:31
48.7865	2.25392	25	2009-05-05:08:02:31
48.78617	2.25308	25	2009-05-05:08:02:31
48.78568	2.25194	25	2009-05-05:08:02:31
48.78522	2.25085	25	2009-05-05:08:02:31
48.7848	2.24983	25	2009-05-05:08:02:31
48.78432	2.24875	25	2009-05-05:08:02:31
48.78396	2.24769	25	2009-05-05:08:02:31
48.78353	2.24658	25	2009-05-05:08:02:31
48.78306	2.24552	25	2009-05-05:08:02:31
48.78259	2.24453	25	2009-05-05:08:02:31
48.7822	2.24348	25	2009-05-05:08:02:31
48.78174	2.24245	25	2009-05-05:08:02:31
48.78128	2.24147	25	2009-05-05:08:02:31
48.78087	2.24032	25	2009-05-05:08:02:31
48.78047	2.23929	25	2009-05-05:08:02:31
48.78005	2.23825	25	2009-05-05:08:02:31
48.7796	2.23718	25	2009-05-05:08:02:31
48.77915	2.2361	25	2009-05-05:08:02:31
48.7787	2.23503	25	2009-05-05:08:02:31
48.77825	2.23395	25	2009-05-05:08:02:31
48.77781	2.23291	25	2009-05-05:08:02:31
48.77733	2.23187	25	2009-05-05:08:02:31
48.77709	2.23064	25	2009-05-05:08:02:31
48.77655	2.22971	25	2009-05-05:08:02:31
48.77594	2.22879	25	2009-05-05:08:02:31
48.77514	2.2287	25	2009-05-05:08:02:31
48.77427	2.22881	25	2009-05-05:08:02:31
48.77337	2.22892	25	2009-05-05:08:02:31
48.77252	2.22904	25	2009-05-05:08:02:31
48.77171	2.22917	25	2009-05-05:08:02:31
48.77095	2.22916	25	2009-05-05:08:02:31
48.76974	2.22906	25	2009-05-05:08:02:31
48.76899	2.22947	25	2009-05-05:08:02:31
48.7682	2.22958	25	2009-05-05:08:02:31
48.76736	2.22967	25	2009-05-05:08:02:31
48.76652	2.2294	25	2009-05-05:08:02:31
48.76588	2.22871	25	2009-05-05:08:02:31
48.76525	2.22811	25	2009-05-05:08:02:31
48.76458	2.22738	25	2009-05-05:08:02:31
48.7639	2.22667	25	2009-05-05:08:02:31
48.76329	2.22587	25	2009-05-05:08:02:31
48.76273	2.2249	25	2009-05-05:08:02:31
48.76201	2.22425	25	2009-05-05:08:02:31
48.76157	2.22322	25	2009-05-05:08:02:31
48.761	2.22236	25	2009-05-05:08:02:31
48.76036	2.22152	25	2009-05-05:08:02:31
48.75972	2.22077	25	2009-05-05:08:02:31
48.75904	2.22012	25	2009-05-05:08:02:31
48.75836	2.21957	25	2009-05-05:08:02:31
48.75763	2.21896	25	2009-05-05:08:02:31
48.75691	2.21837	25	2009-05-05:08:02:31
48.75619	2.21775	25	2009-05-05:08:02:31
48.75562	2.21682	25	2009-05-05:08:02:31
48.7551	2.21576	25	2009-05-05:08:02:31
48.7547	2.21516	25	2009-05-05:08:02:31
48.75403	2.21577	25	2009-05-05:08:02:31
48.75323	2.21571	25	2009-05-05:08:02:31
48.75264	2.21496	25	2009-05-05:08:02:31
48.752	2.21421	25	2009-05-05:08:02:31
48.75137	2.21334	25	2009-05-05:08:02:31
48.75082	2.21233	25	2009-05-05:08:02:31
48.75054	2.2112	25	2009-05-05:08:02:31
48.7509	2.21001	25	2009-05-05:08:02:31
48.75126	2.20888	25	2009-05-05:08:02:31
48.7516	2.20779	25	2009-05-05:08:02:31
48.75193	2.20668	25	2009-05-05:08:02:31
48.75224	2.20554	25	2009-05-05:08:02:31
48.75258	2.20446	25	2009-05-05:08:02:31
48.75297	2.20333	25	2009-05-05:08:02:31
48.75334	2.20223	25	2009-05-05:08:02:31
48.75372	2.20118	25	2009-05-05:08:02:31
48.75412	2.20006	25	2009-05-05:08:02:31
48.75451	2.199	25	2009-05-05:08:02:31
48.75489	2.19793	25	2009-05-05:08:02:31
48.7553	2.19686	25	2009-05-05:08:02:31
48.75567	2.19575	25	2009-05-05:08:02:31
48.75605	2.19474	25	2009-05-05:08:02:31
48.75643	2.19367	25	2009-05-05:08:02:31
48.75681	2.19262	25	2009-05-05:08:02:31
48.75733	2.19171	25	2009-05-05:08:02:31
48.75786	2.19082	25	2009-05-05:08:02:31
48.75816	2.18966	25	2009-05-05:08:02:31
48.75846	2.18851	25	2009-05-05:08:02:31
48.75885	2.18746	25	2009-05-05:08:02:31
48.75937	2.18652	25	2009-05-05:08:02:31
48.75996	2.18571	25	2009-05-05:08:02:31
48.76054	2.1849	25	2009-05-05:08:02:31
48.76109	2.18393	25	2009-05-05:08:02:31
48.76147	2.18285	25	2009-05-05:08:02:31
48.76167	2.18167	25	2009-05-05:08:02:31
48.76171	2.18046	25	2009-05-05:08:02:31
48.76163	2.17925	25	2009-05-05:08:02:31
48.76205	2.17822	25	2009-05-05:08:02:31
48.76243	2.17719	25	2009-05-05:08:02:31
48.76282	2.17606	25	2009-05-05:08:02:31
48.76319	2.17499	25	2009-05-05:08:02:31
48.76351	2.1739	25	2009-05-05:08:02:31
48.76371	2.17275	25	2009-05-05:08:02:31
48.76385	2.17167	25	2009-05-05:08:02:31
48.76445	2.17098	25	2009-05-05:08:02:31
48.76424	2.17211	25	2009-05-05:08:02:31
48.76409	2.17329	25	2009-05-05:08:02:31
48.76437	2.17438	25	2009-05-05:08:02:31
48.76485	2.17543	25	2009-05-05:08:02:31
48.76526	2.17644	25	2009-05-05:08:02:31
48.76576	2.17738	25	2009-05-05:08:02:31
48.76598	2.17863	25	2009-05-05:08:02:31
48.76609	2.17954	25	2009-05-05:08:02:31
48.76649	2.18059	25	2009-05-05:08:02:31
48.76648	2.18061	25	2009-05-05:08:02:31
48.76648	2.18064	25	2009-05-05:08:02:31
48.76649	2.18068	25	2009-05-05:08:02:31
48.7665	2.18071	25	2009-05-05:08:02:31
