colour	y	x	label	key	showSelected1	showSelected2	showSelected3	group	anchor
#FF0000	48.813266743	2.344190973	gentilly	start	2009-04-30:06:50:20	start	nearby cities	128	start
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-04-30:06:50:20	end	nearby cities	17	end
#FF0000	48.765889291	2.163600257	jouy en josas	start	2009-04-30:16:54:25	start	nearby cities	129	end
#FF0000	48.813266743	2.344190973	gentilly	end	2009-04-30:16:54:25	end	nearby cities	18	start
#FF0000	48.836400822	2.239066161	boulogne billancourt	start	2009-05-01:05:28:32	start	nearby cities	130	start
#FF0000	48.887912901	1.684199373	septeuil	end	2009-05-01:05:28:32	end	nearby cities	19	end
#FF0000	48.887912901	1.684199373	septeuil	start	2009-05-01:09:27:43	start	nearby cities	131	start
#FF0000	49.013719699	1.451813635	chaignes	end	2009-05-01:09:27:43	end	nearby cities	20	end
#FF0000	49.013719699	1.451813635	chaignes	start	2009-05-01:12:41:53	start	nearby cities	132	end
#FF0000	48.936597607	1.9958606	villennes sur seine	end	2009-05-01:12:41:53	end	nearby cities	21	start
#FF0000	48.936597607	1.9958606	villennes sur seine	start	2009-05-01:15:52:16	start	nearby cities	133	end
#FF0000	48.813266743	2.344190973	gentilly	end	2009-05-01:15:52:16	end	nearby cities	22	start
#FF0000	48.815232931	2.317223763	montrouge	start	2009-05-04:07:18:11	start	nearby cities	134	start
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-05-04:07:18:11	end	nearby cities	23	end
#FF0000	48.765889291	2.163600257	jouy en josas	start	2009-05-04:16:13:39	start	nearby cities	135	end
#FF0000	48.813266743	2.344190973	gentilly	end	2009-05-04:16:13:39	end	nearby cities	24	start
#FF0000	48.815232931	2.317223763	montrouge	start	2009-05-05:08:02:31	start	nearby cities	136	start
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-05-05:08:02:31	end	nearby cities	25	end
#FF0000	48.765889291	2.163600257	jouy en josas	start	2009-05-05:16:32:25	start	nearby cities	137	end
#FF0000	48.813266743	2.344190973	gentilly	end	2009-05-05:16:32:25	end	nearby cities	26	start
#FF0000	48.815232931	2.317223763	montrouge	start	2009-05-06:07:59:05	start	nearby cities	138	start
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-05-06:07:59:05	end	nearby cities	27	end
#FF0000	48.765889291	2.163600257	jouy en josas	start	2009-05-06:16:22:50	start	nearby cities	139	end
#FF0000	48.869038019	2.422697136	bagnolet	end	2009-05-06:16:22:50	end	nearby cities	28	start
#FF0000	48.815232931	2.317223763	montrouge	start	2009-05-07:06:49:31	start	nearby cities	140	start
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-05-07:06:49:31	end	nearby cities	29	end
#FF0000	48.765889291	2.163600257	jouy en josas	start	2009-05-07:18:30:24	start	nearby cities	141	end
#FF0000	48.813266743	2.344190973	gentilly	end	2009-05-07:18:30:24	end	nearby cities	30	start
#FF0000	48.816575085	2.296075861	malakoff	start	2009-05-11:10:43:59	start	nearby cities	142	start
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-05-11:10:43:59	end	nearby cities	31	end
#FF0000	48.75659431	2.206465776	bievres	start	2009-05-11:17:11:27	start	nearby cities	143	end
#FF0000	48.813266743	2.344190973	gentilly	end	2009-05-11:17:11:27	end	nearby cities	32	start
#FF0000	48.816575085	2.296075861	malakoff	start	2009-05-12:07:08:48	start	nearby cities	144	start
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-05-12:07:08:48	end	nearby cities	33	end
#FF0000	48.75659431	2.206465776	bievres	start	2009-05-12:17:04:56	start	nearby cities	145	end
#FF0000	48.780251597	2.25980883	le plessis robinson	end	2009-05-12:17:04:56	end	nearby cities	34	start
#FF0000	48.816575085	2.296075861	malakoff	start	2009-05-12:17:53:45	start	nearby cities	146	end
#FF0000	48.828424546	2.362253766	paris	end	2009-05-12:17:53:45	end	nearby cities	35	start
#FF0000	48.815232931	2.317223763	montrouge	start	2009-05-13:06:56:19	start	nearby cities	147	start
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-05-13:06:56:19	end	nearby cities	36	end
#FF0000	48.765889291	2.163600257	jouy en josas	start	2009-05-13:16:31:56	start	nearby cities	148	end
#FF0000	48.813266743	2.344190973	gentilly	end	2009-05-13:16:31:56	end	nearby cities	37	start
#FF0000	48.815232931	2.317223763	montrouge	start	2009-05-14:08:25:13	start	nearby cities	149	start
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-05-14:08:25:13	end	nearby cities	38	end
#FF0000	48.765889291	2.163600257	jouy en josas	start	2009-05-14:16:54:51	start	nearby cities	150	end
#FF0000	48.813266743	2.344190973	gentilly	end	2009-05-14:16:54:51	end	nearby cities	39	start
#FF0000	48.813266743	2.344190973	gentilly	start	2009-05-18:07:12:45	start	nearby cities	151	start
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-05-18:07:12:45	end	nearby cities	40	end
#FF0000	48.829262233	2.326537267	paris	start	2009-05-19:07:16:30	start	nearby cities	152	start
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-05-19:07:16:30	end	nearby cities	41	end
#FF0000	48.765889291	2.163600257	jouy en josas	start	2009-05-19:17:16:32	start	nearby cities	153	end
#FF0000	48.813266743	2.344190973	gentilly	end	2009-05-19:17:16:32	end	nearby cities	42	start
#FF0000	48.813266743	2.344190973	gentilly	start	2009-05-20:08:14:40	start	nearby cities	154	start
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-05-20:08:14:40	end	nearby cities	43	end
#FF0000	48.765889291	2.163600257	jouy en josas	start	2009-05-20:16:12:12	start	nearby cities	155	end
#FF0000	48.813266743	2.344190973	gentilly	end	2009-05-20:16:12:12	end	nearby cities	44	start
#FF0000	48.952574131	2.152458608	maisons laffitte	start	2009-05-21:10:39:03	start	nearby cities	156	end
#FF0000	48.939819605	2.17448669	sartrouville	end	2009-05-21:10:39:03	end	nearby cities	45	start
#FF0000	48.939819605	2.17448669	sartrouville	start	2009-05-21:15:09:59	start	nearby cities	157	end
#FF0000	48.813266743	2.344190973	gentilly	end	2009-05-21:15:09:59	end	nearby cities	46	start
#FF0000	48.829262233	2.326537267	paris	start	2009-05-22:09:04:06	start	nearby cities	158	end
#FF0000	48.859054908	2.380025153	paris	end	2009-05-22:09:04:06	end	nearby cities	47	start
#FF0000	48.854350603	2.357625608	paris	start	2009-05-22:11:50:59	start	nearby cities	159	start
#FF0000	48.813266743	2.344190973	gentilly	end	2009-05-22:11:50:59	end	nearby cities	48	end
#FF0000	48.765889291	2.163600257	jouy en josas	start	2009-05-25:16:22:05	start	nearby cities	160	end
#FF0000	48.813266743	2.344190973	gentilly	end	2009-05-25:16:22:05	end	nearby cities	49	start
#FF0000	48.844452823	2.350706645	paris	start	2009-05-25:18:21:16	start	nearby cities	161	start
#FF0000	48.813266743	2.344190973	gentilly	end	2009-05-25:18:21:16	end	nearby cities	50	end
#FF0000	48.765889291	2.163600257	jouy en josas	start	2009-05-26:17:46:35	start	nearby cities	162	end
#FF0000	48.859054908	2.380025153	paris	end	2009-05-26:17:46:35	end	nearby cities	51	start
#FF0000	48.813266743	2.344190973	gentilly	start	2009-05-27:06:59:24	start	nearby cities	163	start
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-05-27:06:59:24	end	nearby cities	52	end
#FF0000	48.765889291	2.163600257	jouy en josas	start	2009-05-27:16:39:11	start	nearby cities	164	end
#FF0000	48.813266743	2.344190973	gentilly	end	2009-05-27:16:39:11	end	nearby cities	53	start
#FF0000	48.813266743	2.344190973	gentilly	start	2009-05-28:08:25:08	start	nearby cities	165	start
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-05-28:08:25:08	end	nearby cities	54	end
#FF0000	48.75659431	2.206465776	bievres	start	2009-05-28:18:53:51	start	nearby cities	166	end
#FF0000	48.813266743	2.344190973	gentilly	end	2009-05-28:18:53:51	end	nearby cities	55	start
#FF0000	48.828424546	2.362253766	paris	start	2009-05-30:07:22:36	start	nearby cities	167	start
#FF0000	48.813266743	2.344190973	gentilly	end	2009-05-30:07:22:36	end	nearby cities	56	end
#FF0000	48.813266743	2.344190973	gentilly	start	2009-05-30:08:29:31	start	nearby cities	168	end
#FF0000	48.696591847	2.561137172	perigny sur yerres	end	2009-05-30:08:29:31	end	nearby cities	57	start
#FF0000	48.70599764	2.548010574	mandres les roses	start	2009-05-30:14:48:13	start	nearby cities	169	start
#FF0000	48.887051437	2.384822082	paris	end	2009-05-30:14:48:13	end	nearby cities	58	end
#FF0000	48.887051437	2.384822082	paris	start	2009-05-30:17:58:35	start	nearby cities	170	start
#FF0000	48.896168757	2.207090178	nanterre	end	2009-05-30:17:58:35	end	nearby cities	59	end
#FF0000	48.896168757	2.207090178	nanterre	start	2009-05-30:21:33:48	start	nearby cities	171	end
#FF0000	49.025890296	2.384418866	ecouen	end	2009-05-30:21:33:48	end	nearby cities	60	start
#FF0000	48.765889291	2.163600257	jouy en josas	start	2009-06-02:17:17:15	start	nearby cities	172	end
#FF0000	48.854350603	2.357625608	paris	end	2009-06-02:17:17:15	end	nearby cities	61	start
#FF0000	48.75659431	2.206465776	bievres	start	2009-06-03:20:05:43	start	nearby cities	173	end
#FF0000	48.859054908	2.380025153	paris	end	2009-06-03:20:05:43	end	nearby cities	62	start
#FF0000	48.813266743	2.344190973	gentilly	start	2009-06-05:07:34:48	start	nearby cities	174	start
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-06-05:07:34:48	end	nearby cities	63	end
#FF0000	48.829262233	2.326537267	paris	start	2009-06-07:10:23:12	start	nearby cities	175	end
#FF0000	48.813266743	2.344190973	gentilly	end	2009-06-07:10:23:12	end	nearby cities	64	start
#FF0000	48.86287791	2.3599986	paris	start	2009-06-14:04:41:58	start	nearby cities	176	end
#FF0000	48.956861307	2.90006062	meaux	end	2009-06-14:04:41:58	end	nearby cities	65	start
#FF0000	48.956861307	2.90006062	meaux	start	2009-06-14:08:18:32	start	nearby cities	177	end
#FF0000	49.176033589	3.142644717	la ferte milon	end	2009-06-14:08:18:32	end	nearby cities	66	start
#FF0000	49.176033589	3.142644717	la ferte milon	start	2009-06-14:11:41:19	start	nearby cities	178	start
#FF0000	49.138986386	3.073889267	mareuil sur ourcq	end	2009-06-14:11:41:19	end	nearby cities	67	end
#FF0000	49.070063948	3.024858111	may en multien	start	2009-06-14:16:15:28	start	nearby cities	179	start
#FF0000	48.956861307	2.90006062	meaux	end	2009-06-14:16:15:28	end	nearby cities	68	end
#FF0000	48.898544399	2.409100445	pantin	start	2009-06-18:14:21:13	start	nearby cities	180	end
#FF0000	49.030505299	2.548712357	epiais les louvres	end	2009-06-18:14:21:13	end	nearby cities	69	start
#FF0000	48.815232931	2.317223763	montrouge	start	2009-06-22:08:55:44	start	nearby cities	181	start
#FF0000	48.700274052	2.187378773	orsay	end	2009-06-22:08:55:44	end	nearby cities	70	end
#FF0000	48.700274052	2.187378773	orsay	start	2009-06-22:10:24:12	start	nearby cities	182	end
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-06-22:10:24:12	end	nearby cities	71	start
#FF0000	48.765889291	2.163600257	jouy en josas	start	2009-06-23:16:32:10	start	nearby cities	183	end
#FF0000	48.813266743	2.344190973	gentilly	end	2009-06-23:16:32:10	end	nearby cities	72	start
#FF0000	48.813266743	2.344190973	gentilly	start	2009-06-23:20:12:13	start	nearby cities	184	start
#FF0000	48.802292474	2.117410101	versailles	end	2009-06-23:20:12:13	end	nearby cities	73	end
#FF0000	48.802292474	2.117410101	versailles	start	2009-06-23:22:03:48	start	nearby cities	185	end
#FF0000	48.813266743	2.344190973	gentilly	end	2009-06-23:22:03:48	end	nearby cities	74	start
#FF0000	48.844452823	2.350706645	paris	start	2009-06-24:11:03:54	start	nearby cities	186	start
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-06-24:11:03:54	end	nearby cities	75	end
#FF0000	48.876129334	2.360715102	paris	start	2009-06-27:07:55:49	start	nearby cities	187	end
#FF0000	49.085569333	2.5525088	st witz	end	2009-06-27:07:55:49	end	nearby cities	76	start
#FF0000	49.085569333	2.5525088	st witz	start	2009-06-27:17:24:36	start	nearby cities	188	start
#FF0000	48.87716521	2.337456318	paris	end	2009-06-27:17:24:36	end	nearby cities	77	end
#FF0000	48.783876041	2.19738706	velizy villacoublay	start	2009-07-04:10:46:25	start	nearby cities	189	start
#FF0000	48.887912901	1.684199373	septeuil	end	2009-07-04:10:46:25	end	nearby cities	78	end
#FF0000	48.887912901	1.684199373	septeuil	start	2009-07-04:14:24:26	start	nearby cities	190	start
#FF0000	48.688649724	1.064342513	brezolles	end	2009-07-04:14:24:26	end	nearby cities	79	end
#FF0000	48.688649724	1.064342513	brezolles	start	2009-07-04:19:12:01	start	nearby cities	191	start
#FF0000	48.595315509	0.926255347	les ressuintes	end	2009-07-04:19:12:01	end	nearby cities	80	end
#FF0000	48.816575085	2.296075861	malakoff	start	2009-07-30:12:11:53	start	nearby cities	192	end
#FF0000	48.8122892	2.387712363	ivry sur seine	end	2009-07-30:12:11:53	end	nearby cities	81	start
#FF0000	48.864367187	2.509996689	neuilly plaisance	start	2009-08-09:10:28:17	start	nearby cities	193	start
#FF0000	48.854350603	2.357625608	paris	end	2009-08-09:10:28:17	end	nearby cities	82	end
#FF0000	48.862549876	2.336419316	paris	start	2009-08-10:07:34:42	start	nearby cities	194	start
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-08-10:07:34:42	end	nearby cities	83	end
#FF0000	48.862549876	2.336419316	paris	start	2009-08-11:07:48:30	start	nearby cities	195	start
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-08-11:07:48:30	end	nearby cities	84	end
#FF0000	48.91591925	2.287808861	asnieres sur seine	start	2009-08-16:06:47:55	start	nearby cities	196	end
#FF0000	49.176354477	2.481195597	chantilly	end	2009-08-16:06:47:55	end	nearby cities	85	start
#FF0000	49.176354477	2.481195597	chantilly	start	2009-08-16:11:26:17	start	nearby cities	197	start
#FF0000	48.854350603	2.357625608	paris	end	2009-08-16:11:26:17	end	nearby cities	86	end
#FF0000	48.736509794	2.224449897	igny	start	2009-08-19:17:19:57	start	nearby cities	198	end
#FF0000	48.862549876	2.336419316	paris	end	2009-08-19:17:19:57	end	nearby cities	87	start
#FF0000	48.8122892	2.387712363	ivry sur seine	start	2009-08-23:06:44:18	start	nearby cities	199	end
#FF0000	48.774023154	2.825916483	neufmoutiers en brie	end	2009-08-23:06:44:18	end	nearby cities	88	start
#FF0000	48.774023154	2.825916483	neufmoutiers en brie	start	2009-08-23:09:38:53	start	nearby cities	200	start
#FF0000	48.876129334	2.360715102	paris	end	2009-08-23:09:38:53	end	nearby cities	89	end
#FF0000	48.765889291	2.163600257	jouy en josas	start	2009-08-27:17:58:03	start	nearby cities	201	end
#FF0000	48.764258643	2.417182182	choisy le roi	end	2009-08-27:17:58:03	end	nearby cities	90	start
#FF0000	48.764258643	2.417182182	choisy le roi	start	2009-08-27:21:22:01	start	nearby cities	202	start
#FF0000	48.854350603	2.357625608	paris	end	2009-08-27:21:22:01	end	nearby cities	91	end
#FF0000	48.854350603	2.357625608	paris	start	2009-08-28:06:50:51	start	nearby cities	203	start
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-08-28:06:50:51	end	nearby cities	92	end
#FF0000	48.859054908	2.380025153	paris	start	2009-08-29:13:08:43	start	nearby cities	204	start
#FF0000	48.854350603	2.357625608	paris	end	2009-08-29:13:08:43	end	nearby cities	93	end
#FF0000	48.892570317	2.348176598	paris	start	2009-08-30:04:29:06	start	nearby cities	205	start
#FF0000	49.051577748	2.094574042	pontoise	end	2009-08-30:04:29:06	end	nearby cities	94	end
#FF0000	49.167126689	1.761917602	st gervais	start	2009-08-30:07:22:48	start	nearby cities	206	start
#FF0000	49.441495678	1.093575536	rouen	end	2009-08-30:07:22:48	end	nearby cities	95	end
#FF0000	49.441495678	1.093575536	rouen	start	2009-08-30:11:55:25	start	nearby cities	207	end
#FF0000	49.173647826	1.410535888	port mort	end	2009-08-30:11:55:25	end	nearby cities	96	start
#FF0000	49.173647826	1.410535888	port mort	start	2009-08-30:14:56:52	start	nearby cities	208	end
#FF0000	49.082318367	1.533202189	giverny	end	2009-08-30:14:56:52	end	nearby cities	97	start
#FF0000	49.082318367	1.533202189	giverny	start	2009-08-30:16:33:46	start	nearby cities	209	end
#FF0000	49.058913046	1.741758518	st cyr en arthies	end	2009-08-30:16:33:46	end	nearby cities	98	start
#FF0000	48.840071988	2.292837347	paris	start	2009-09-07:10:08:30	start	nearby cities	210	start
#FF0000	48.765889291	2.163600257	jouy en josas	end	2009-09-07:10:08:30	end	nearby cities	99	end
#FF0000	48.936210518	2.427612443	le bourget	start	2009-09-27:06:11:39	start	nearby cities	211	end
#FF0000	49.211886416	2.585700146	senlis	end	2009-09-27:06:11:39	end	nearby cities	100	start
#FF0000	49.211886416	2.585700146	senlis	start	2009-09-27:08:19:41	start	nearby cities	212	start
#FF0000	48.892570317	2.348176598	paris	end	2009-09-27:08:19:41	end	nearby cities	101	end
#FF0000	48.892570317	2.348176598	paris	start	2009-09-27:11:04:22	start	nearby cities	213	end
#FF0000	48.828424546	2.362253766	paris	end	2009-09-27:11:04:22	end	nearby cities	102	start
#FF0000	48.828424546	2.362253766	paris	start	2009-09-27:12:53:49	start	nearby cities	214	start
#FF0000	48.772689837	2.1249651	buc	end	2009-09-27:12:53:49	end	nearby cities	103	end
#FF0000	48.772689837	2.1249651	buc	start	2009-09-27:14:19:10	start	nearby cities	215	start
#FF0000	48.772689837	2.1249651	buc	end	2009-09-27:14:19:10	end	nearby cities	104	end
#FF0000	48.876129334	2.360715102	paris	start	2009-10-04:11:35:58	start	nearby cities	216	end
#FF0000	48.941845067	2.617085746	villeparisis	end	2009-10-04:11:35:58	end	nearby cities	105	start
#FF0000	48.941845067	2.617085746	villeparisis	start	2009-10-04:13:10:21	start	nearby cities	217	start
#FF0000	48.828424546	2.362253766	paris	end	2009-10-04:13:10:21	end	nearby cities	106	end
#FF0000	48.847539205	2.437714989	vincennes	start	2009-10-07:18:41:11	start	nearby cities	218	start
#FF0000	48.828424546	2.362253766	paris	end	2009-10-07:18:41:11	end	nearby cities	107	end
#FF0000	48.822572708	2.406597157	charenton le pont	start	2009-10-11:08:51:39	start	nearby cities	219	end
#FF0000	48.551341945	2.554134136	seine port	end	2009-10-11:08:51:39	end	nearby cities	108	start
#FF0000	48.551341945	2.554134136	seine port	start	2009-10-11:12:10:11	start	nearby cities	220	end
#FF0000	48.55378834	2.706115035	maincy	end	2009-10-11:12:10:11	end	nearby cities	109	start
#FF0000	48.819648936	2.470749433	joinville le pont	start	2009-10-25:07:22:37	start	nearby cities	221	end
#FF0000	48.956861307	2.90006062	meaux	end	2009-10-25:07:22:37	end	nearby cities	110	start
#FF0000	48.956861307	2.90006062	meaux	start	2009-10-25:10:25:19	start	nearby cities	222	start
#FF0000	48.86287791	2.3599986	paris	end	2009-10-25:10:25:19	end	nearby cities	111	end
