y	x	key	showSelected1	group
48.81616	2.30639	1	2009-05-05:08:02:31	25
48.81603	2.30536	1	2009-05-05:08:02:31	25
48.81523	2.30479	1	2009-05-05:08:02:31	25
48.81472	2.30377	1	2009-05-05:08:02:31	25
48.81399	2.30292	1	2009-05-05:08:02:31	25
48.81339	2.302	1	2009-05-05:08:02:31	25
48.81259	2.30126	1	2009-05-05:08:02:31	25
48.81171	2.3005	1	2009-05-05:08:02:31	25
48.81087	2.29961	1	2009-05-05:08:02:31	25
48.81019	2.29875	1	2009-05-05:08:02:31	25
48.80947	2.29796	1	2009-05-05:08:02:31	25
48.80871	2.29707	1	2009-05-05:08:02:31	25
48.80833	2.29607	1	2009-05-05:08:02:31	25
48.80762	2.29521	1	2009-05-05:08:02:31	25
48.8072	2.29398	1	2009-05-05:08:02:31	25
48.80671	2.2931	1	2009-05-05:08:02:31	25
48.80623	2.29226	1	2009-05-05:08:02:31	25
48.80559	2.29125	1	2009-05-05:08:02:31	25
48.80501	2.29018	1	2009-05-05:08:02:31	25
48.80442	2.28925	1	2009-05-05:08:02:31	25
48.80384	2.28831	1	2009-05-05:08:02:31	25
48.8031	2.28734	1	2009-05-05:08:02:31	25
48.80262	2.28649	1	2009-05-05:08:02:31	25
48.80219	2.28584	1	2009-05-05:08:02:31	25
48.80167	2.28481	1	2009-05-05:08:02:31	25
48.80106	2.28391	1	2009-05-05:08:02:31	25
48.80055	2.28288	1	2009-05-05:08:02:31	25
48.79997	2.28202	1	2009-05-05:08:02:31	25
48.79933	2.28098	1	2009-05-05:08:02:31	25
48.79876	2.27995	1	2009-05-05:08:02:31	25
48.79835	2.27884	1	2009-05-05:08:02:31	25
48.7977	2.27803	1	2009-05-05:08:02:31	25
48.79705	2.27713	1	2009-05-05:08:02:31	25
48.79647	2.27628	1	2009-05-05:08:02:31	25
48.79594	2.27526	1	2009-05-05:08:02:31	25
48.79543	2.27425	1	2009-05-05:08:02:31	25
48.79482	2.27322	1	2009-05-05:08:02:31	25
48.79425	2.27225	1	2009-05-05:08:02:31	25
48.79364	2.27123	1	2009-05-05:08:02:31	25
48.79307	2.2702	1	2009-05-05:08:02:31	25
48.7926	2.269	1	2009-05-05:08:02:31	25
48.79211	2.2679	1	2009-05-05:08:02:31	25
48.79171	2.26685	1	2009-05-05:08:02:31	25
48.79126	2.26569	1	2009-05-05:08:02:31	25
48.79082	2.26453	1	2009-05-05:08:02:31	25
48.79036	2.26339	1	2009-05-05:08:02:31	25
48.78983	2.26227	1	2009-05-05:08:02:31	25
48.78941	2.26113	1	2009-05-05:08:02:31	25
48.78895	2.26014	1	2009-05-05:08:02:31	25
48.78853	2.25897	1	2009-05-05:08:02:31	25
48.78805	2.25785	1	2009-05-05:08:02:31	25
48.78761	2.25675	1	2009-05-05:08:02:31	25
48.78717	2.25565	1	2009-05-05:08:02:31	25
48.7867	2.25448	1	2009-05-05:08:02:31	25
48.7865	2.25392	1	2009-05-05:08:02:31	25
48.78617	2.25308	1	2009-05-05:08:02:31	25
48.78568	2.25194	1	2009-05-05:08:02:31	25
48.78522	2.25085	1	2009-05-05:08:02:31	25
48.7848	2.24983	1	2009-05-05:08:02:31	25
48.78432	2.24875	1	2009-05-05:08:02:31	25
48.78396	2.24769	1	2009-05-05:08:02:31	25
48.78353	2.24658	1	2009-05-05:08:02:31	25
48.78306	2.24552	1	2009-05-05:08:02:31	25
48.78259	2.24453	1	2009-05-05:08:02:31	25
48.7822	2.24348	1	2009-05-05:08:02:31	25
48.78174	2.24245	1	2009-05-05:08:02:31	25
48.78128	2.24147	1	2009-05-05:08:02:31	25
48.78087	2.24032	1	2009-05-05:08:02:31	25
48.78047	2.23929	1	2009-05-05:08:02:31	25
48.78005	2.23825	1	2009-05-05:08:02:31	25
48.7796	2.23718	1	2009-05-05:08:02:31	25
48.77915	2.2361	1	2009-05-05:08:02:31	25
48.7787	2.23503	1	2009-05-05:08:02:31	25
48.77825	2.23395	1	2009-05-05:08:02:31	25
48.77781	2.23291	1	2009-05-05:08:02:31	25
48.77733	2.23187	1	2009-05-05:08:02:31	25
48.77709	2.23064	1	2009-05-05:08:02:31	25
48.77655	2.22971	1	2009-05-05:08:02:31	25
48.77594	2.22879	1	2009-05-05:08:02:31	25
48.77514	2.2287	1	2009-05-05:08:02:31	25
48.77427	2.22881	1	2009-05-05:08:02:31	25
48.77337	2.22892	1	2009-05-05:08:02:31	25
48.77252	2.22904	1	2009-05-05:08:02:31	25
48.77171	2.22917	1	2009-05-05:08:02:31	25
48.77095	2.22916	1	2009-05-05:08:02:31	25
48.76974	2.22906	1	2009-05-05:08:02:31	25
48.76899	2.22947	1	2009-05-05:08:02:31	25
48.7682	2.22958	1	2009-05-05:08:02:31	25
48.76736	2.22967	1	2009-05-05:08:02:31	25
48.76652	2.2294	1	2009-05-05:08:02:31	25
48.76588	2.22871	1	2009-05-05:08:02:31	25
48.76525	2.22811	1	2009-05-05:08:02:31	25
48.76458	2.22738	1	2009-05-05:08:02:31	25
48.7639	2.22667	1	2009-05-05:08:02:31	25
48.76329	2.22587	1	2009-05-05:08:02:31	25
48.76273	2.2249	1	2009-05-05:08:02:31	25
48.76201	2.22425	1	2009-05-05:08:02:31	25
48.76157	2.22322	1	2009-05-05:08:02:31	25
48.761	2.22236	1	2009-05-05:08:02:31	25
48.76036	2.22152	1	2009-05-05:08:02:31	25
48.75972	2.22077	1	2009-05-05:08:02:31	25
48.75904	2.22012	1	2009-05-05:08:02:31	25
48.75836	2.21957	1	2009-05-05:08:02:31	25
48.75763	2.21896	1	2009-05-05:08:02:31	25
48.75691	2.21837	1	2009-05-05:08:02:31	25
48.75619	2.21775	1	2009-05-05:08:02:31	25
48.75562	2.21682	1	2009-05-05:08:02:31	25
48.7551	2.21576	1	2009-05-05:08:02:31	25
48.7547	2.21516	1	2009-05-05:08:02:31	25
48.75403	2.21577	1	2009-05-05:08:02:31	25
48.75323	2.21571	1	2009-05-05:08:02:31	25
48.75264	2.21496	1	2009-05-05:08:02:31	25
48.752	2.21421	1	2009-05-05:08:02:31	25
48.75137	2.21334	1	2009-05-05:08:02:31	25
48.75082	2.21233	1	2009-05-05:08:02:31	25
48.75054	2.2112	1	2009-05-05:08:02:31	25
48.7509	2.21001	1	2009-05-05:08:02:31	25
48.75126	2.20888	1	2009-05-05:08:02:31	25
48.7516	2.20779	1	2009-05-05:08:02:31	25
48.75193	2.20668	1	2009-05-05:08:02:31	25
48.75224	2.20554	1	2009-05-05:08:02:31	25
48.75258	2.20446	1	2009-05-05:08:02:31	25
48.75297	2.20333	1	2009-05-05:08:02:31	25
48.75334	2.20223	1	2009-05-05:08:02:31	25
48.75372	2.20118	1	2009-05-05:08:02:31	25
48.75412	2.20006	1	2009-05-05:08:02:31	25
48.75451	2.199	1	2009-05-05:08:02:31	25
48.75489	2.19793	1	2009-05-05:08:02:31	25
48.7553	2.19686	1	2009-05-05:08:02:31	25
48.75567	2.19575	1	2009-05-05:08:02:31	25
48.75605	2.19474	1	2009-05-05:08:02:31	25
48.75643	2.19367	1	2009-05-05:08:02:31	25
48.75681	2.19262	1	2009-05-05:08:02:31	25
48.75733	2.19171	1	2009-05-05:08:02:31	25
48.75786	2.19082	1	2009-05-05:08:02:31	25
48.75816	2.18966	1	2009-05-05:08:02:31	25
48.75846	2.18851	1	2009-05-05:08:02:31	25
48.75885	2.18746	1	2009-05-05:08:02:31	25
48.75937	2.18652	1	2009-05-05:08:02:31	25
48.75996	2.18571	1	2009-05-05:08:02:31	25
48.76054	2.1849	1	2009-05-05:08:02:31	25
48.76109	2.18393	1	2009-05-05:08:02:31	25
48.76147	2.18285	1	2009-05-05:08:02:31	25
48.76167	2.18167	1	2009-05-05:08:02:31	25
48.76171	2.18046	1	2009-05-05:08:02:31	25
48.76163	2.17925	1	2009-05-05:08:02:31	25
48.76205	2.17822	1	2009-05-05:08:02:31	25
48.76243	2.17719	1	2009-05-05:08:02:31	25
48.76282	2.17606	1	2009-05-05:08:02:31	25
48.76319	2.17499	1	2009-05-05:08:02:31	25
48.76351	2.1739	1	2009-05-05:08:02:31	25
48.76371	2.17275	1	2009-05-05:08:02:31	25
48.76385	2.17167	1	2009-05-05:08:02:31	25
48.76445	2.17098	1	2009-05-05:08:02:31	25
48.76424	2.17211	1	2009-05-05:08:02:31	25
48.76409	2.17329	1	2009-05-05:08:02:31	25
48.76437	2.17438	1	2009-05-05:08:02:31	25
48.76485	2.17543	1	2009-05-05:08:02:31	25
48.76526	2.17644	1	2009-05-05:08:02:31	25
48.76576	2.17738	1	2009-05-05:08:02:31	25
48.76598	2.17863	1	2009-05-05:08:02:31	25
48.76609	2.17954	1	2009-05-05:08:02:31	25
48.76649	2.18059	1	2009-05-05:08:02:31	25
48.76648	2.18061	1	2009-05-05:08:02:31	25
48.76648	2.18064	1	2009-05-05:08:02:31	25
48.76649	2.18068	1	2009-05-05:08:02:31	25
48.7665	2.18071	1	2009-05-05:08:02:31	25
48.76652	2.18075	1	2009-05-05:08:02:31	25
48.76653	2.18079	1	2009-05-05:08:02:31	25
48.76653	2.18083	1	2009-05-05:08:02:31	25
48.76653	2.18086	1	2009-05-05:08:02:31	25
48.76652	2.18093	1	2009-05-05:08:02:31	25
48.76652	2.18096	1	2009-05-05:08:02:31	25
48.76652	2.18099	1	2009-05-05:08:02:31	25
48.76649	2.181	1	2009-05-05:08:02:31	25
48.76646	2.181	1	2009-05-05:08:02:31	25
48.76644	2.18101	1	2009-05-05:08:02:31	25
48.76648	2.18102	1	2009-05-05:08:02:31	25
48.76648	2.181	1	2009-05-05:08:02:31	25
48.76649	2.18098	1	2009-05-05:08:02:31	25
48.76648	2.18096	1	2009-05-05:08:02:31	25
48.76648	2.18093	1	2009-05-05:08:02:31	25
48.76649	2.18091	1	2009-05-05:08:02:31	25
48.76648	2.18092	1	2009-05-05:08:02:31	25
48.76648	2.18092	1	2009-05-05:08:02:31	25
48.76652	2.18101	1	2009-05-05:16:32:25	26
48.76602	2.17959	1	2009-05-05:16:32:25	26
48.76537	2.17871	1	2009-05-05:16:32:25	26
48.76529	2.17682	1	2009-05-05:16:32:25	26
48.76495	2.17557	1	2009-05-05:16:32:25	26
48.76443	2.1746	1	2009-05-05:16:32:25	26
48.76409	2.17333	1	2009-05-05:16:32:25	26
48.76424	2.17196	1	2009-05-05:16:32:25	26
48.76452	2.17097	1	2009-05-05:16:32:25	26
48.76385	2.17182	1	2009-05-05:16:32:25	26
48.76361	2.17317	1	2009-05-05:16:32:25	26
48.76329	2.17466	1	2009-05-05:16:32:25	26
48.76284	2.17589	1	2009-05-05:16:32:25	26
48.76245	2.17707	1	2009-05-05:16:32:25	26
48.76202	2.17828	1	2009-05-05:16:32:25	26
48.76178	2.17965	1	2009-05-05:16:32:25	26
48.76177	2.18107	1	2009-05-05:16:32:25	26
48.76157	2.18258	1	2009-05-05:16:32:25	26
48.76119	2.18406	1	2009-05-05:16:32:25	26
48.76045	2.18528	1	2009-05-05:16:32:25	26
48.75957	2.18658	1	2009-05-05:16:32:25	26
48.75884	2.18792	1	2009-05-05:16:32:25	26
48.75841	2.18919	1	2009-05-05:16:32:25	26
48.75818	2.19062	1	2009-05-05:16:32:25	26
48.75759	2.19175	1	2009-05-05:16:32:25	26
48.75691	2.19264	1	2009-05-05:16:32:25	26
48.75645	2.19399	1	2009-05-05:16:32:25	26
48.75592	2.19507	1	2009-05-05:16:32:25	26
48.7555	2.19619	1	2009-05-05:16:32:25	26
48.7551	2.19743	1	2009-05-05:16:32:25	26
48.75458	2.19878	1	2009-05-05:16:32:25	26
48.75412	2.20015	1	2009-05-05:16:32:25	26
48.75376	2.20118	1	2009-05-05:16:32:25	26
48.75352	2.20183	1	2009-05-05:16:32:25	26
48.75325	2.20277	1	2009-05-05:16:32:25	26
48.75277	2.20387	1	2009-05-05:16:32:25	26
48.7524	2.20501	1	2009-05-05:16:32:25	26
48.75209	2.20613	1	2009-05-05:16:32:25	26
48.75168	2.20738	1	2009-05-05:16:32:25	26
48.7513	2.20865	1	2009-05-05:16:32:25	26
48.75093	2.20986	1	2009-05-05:16:32:25	26
48.75059	2.21106	1	2009-05-05:16:32:25	26
48.75077	2.21228	1	2009-05-05:16:32:25	26
48.75142	2.21339	1	2009-05-05:16:32:25	26
48.75215	2.21444	1	2009-05-05:16:32:25	26
48.75284	2.2153	1	2009-05-05:16:32:25	26
48.75362	2.21591	1	2009-05-05:16:32:25	26
48.75451	2.21544	1	2009-05-05:16:32:25	26
48.75519	2.21573	1	2009-05-05:16:32:25	26
48.75565	2.21681	1	2009-05-05:16:32:25	26
48.75619	2.21775	1	2009-05-05:16:32:25	26
48.75696	2.21838	1	2009-05-05:16:32:25	26
48.75775	2.21903	1	2009-05-05:16:32:25	26
48.75849	2.2196	1	2009-05-05:16:32:25	26
48.75919	2.22025	1	2009-05-05:16:32:25	26
48.75994	2.22097	1	2009-05-05:16:32:25	26
48.76067	2.22187	1	2009-05-05:16:32:25	26
48.76135	2.22275	1	2009-05-05:16:32:25	26
48.76185	2.22374	1	2009-05-05:16:32:25	26
48.76246	2.22459	1	2009-05-05:16:32:25	26
48.76318	2.22539	1	2009-05-05:16:32:25	26
48.76368	2.22631	1	2009-05-05:16:32:25	26
48.76434	2.22707	1	2009-05-05:16:32:25	26
48.76505	2.22785	1	2009-05-05:16:32:25	26
48.76538	2.22825	1	2009-05-05:16:32:25	26
48.76587	2.22881	1	2009-05-05:16:32:25	26
48.76655	2.22952	1	2009-05-05:16:32:25	26
48.76665	2.2306	1	2009-05-05:16:32:25	26
48.76748	2.23034	1	2009-05-05:16:32:25	26
48.76834	2.23034	1	2009-05-05:16:32:25	26
48.76914	2.23035	1	2009-05-05:16:32:25	26
48.76997	2.23019	1	2009-05-05:16:32:25	26
48.77079	2.22976	1	2009-05-05:16:32:25	26
48.77158	2.22942	1	2009-05-05:16:32:25	26
48.77238	2.2293	1	2009-05-05:16:32:25	26
48.77321	2.22918	1	2009-05-05:16:32:25	26
48.77396	2.22906	1	2009-05-05:16:32:25	26
48.77477	2.22891	1	2009-05-05:16:32:25	26
48.77556	2.22886	1	2009-05-05:16:32:25	26
48.77633	2.22948	1	2009-05-05:16:32:25	26
48.7767	2.23058	1	2009-05-05:16:32:25	26
48.77721	2.23157	1	2009-05-05:16:32:25	26
48.77766	2.23259	1	2009-05-05:16:32:25	26
48.77808	2.23364	1	2009-05-05:16:32:25	26
48.77852	2.2347	1	2009-05-05:16:32:25	26
48.77887	2.23576	1	2009-05-05:16:32:25	26
48.7794	2.23681	1	2009-05-05:16:32:25	26
48.77985	2.23791	1	2009-05-05:16:32:25	26
48.78024	2.23907	1	2009-05-05:16:32:25	26
48.78071	2.24005	1	2009-05-05:16:32:25	26
48.78118	2.24109	1	2009-05-05:16:32:25	26
48.78159	2.24215	1	2009-05-05:16:32:25	26
48.78201	2.24318	1	2009-05-05:16:32:25	26
48.78248	2.24425	1	2009-05-05:16:32:25	26
48.78291	2.24528	1	2009-05-05:16:32:25	26
48.78328	2.24643	1	2009-05-05:16:32:25	26
48.78373	2.24748	1	2009-05-05:16:32:25	26
48.78417	2.24851	1	2009-05-05:16:32:25	26
48.78458	2.2495	1	2009-05-05:16:32:25	26
48.78502	2.25057	1	2009-05-05:16:32:25	26
48.78543	2.25167	1	2009-05-05:16:32:25	26
48.78583	2.2527	1	2009-05-05:16:32:25	26
48.78626	2.25373	1	2009-05-05:16:32:25	26
48.78672	2.25478	1	2009-05-05:16:32:25	26
48.78715	2.25583	1	2009-05-05:16:32:25	26
48.78762	2.25691	1	2009-05-05:16:32:25	26
48.78806	2.25797	1	2009-05-05:16:32:25	26
48.78841	2.25885	1	2009-05-05:16:32:25	26
48.78887	2.25999	1	2009-05-05:16:32:25	26
48.78927	2.26097	1	2009-05-05:16:32:25	26
48.78968	2.26205	1	2009-05-05:16:32:25	26
48.79003	2.26314	1	2009-05-05:16:32:25	26
48.79051	2.26409	1	2009-05-05:16:32:25	26
48.79096	2.26514	1	2009-05-05:16:32:25	26
48.7914	2.2662	1	2009-05-05:16:32:25	26
48.79183	2.26726	1	2009-05-05:16:32:25	26
48.79228	2.26833	1	2009-05-05:16:32:25	26
48.79273	2.26941	1	2009-05-05:16:32:25	26
48.79321	2.27049	1	2009-05-05:16:32:25	26
48.79371	2.27142	1	2009-05-05:16:32:25	26
48.79426	2.27243	1	2009-05-05:16:32:25	26
48.79481	2.27342	1	2009-05-05:16:32:25	26
48.79536	2.27434	1	2009-05-05:16:32:25	26
48.79595	2.27533	1	2009-05-05:16:32:25	26
48.7965	2.27639	1	2009-05-05:16:32:25	26
48.79715	2.27737	1	2009-05-05:16:32:25	26
48.79781	2.27838	1	2009-05-05:16:32:25	26
48.79812	2.27894	1	2009-05-05:16:32:25	26
48.79842	2.27949	1	2009-05-05:16:32:25	26
48.79873	2.28003	1	2009-05-05:16:32:25	26
48.79925	2.28095	1	2009-05-05:16:32:25	26
48.79977	2.28192	1	2009-05-05:16:32:25	26
48.80033	2.28284	1	2009-05-05:16:32:25	26
48.80076	2.28379	1	2009-05-05:16:32:25	26
48.80139	2.28459	1	2009-05-05:16:32:25	26
48.80191	2.28544	1	2009-05-05:16:32:25	26
48.80246	2.2863	1	2009-05-05:16:32:25	26
48.80299	2.28715	1	2009-05-05:16:32:25	26
48.80359	2.28806	1	2009-05-05:16:32:25	26
48.80406	2.28893	1	2009-05-05:16:32:25	26
48.80448	2.28958	1	2009-05-05:16:32:25	26
48.80506	2.2904	1	2009-05-05:16:32:25	26
48.80563	2.29128	1	2009-05-05:16:32:25	26
48.80614	2.29218	1	2009-05-05:16:32:25	26
48.80669	2.29308	1	2009-05-05:16:32:25	26
48.80719	2.29401	1	2009-05-05:16:32:25	26
48.80767	2.29496	1	2009-05-05:16:32:25	26
48.80819	2.29592	1	2009-05-05:16:32:25	26
48.80874	2.29685	1	2009-05-05:16:32:25	26
48.80933	2.29766	1	2009-05-05:16:32:25	26
48.80995	2.29848	1	2009-05-05:16:32:25	26
48.81055	2.29928	1	2009-05-05:16:32:25	26
48.81123	2.30002	1	2009-05-05:16:32:25	26
48.81189	2.30066	1	2009-05-05:16:32:25	26
48.81153	2.30168	1	2009-05-05:16:32:25	26
48.81121	2.3026	1	2009-05-05:16:32:25	26
48.81172	2.30365	1	2009-05-05:16:32:25	26
48.81224	2.3045	1	2009-05-05:16:32:25	26
48.81279	2.30544	1	2009-05-05:16:32:25	26
48.81332	2.30636	1	2009-05-05:16:32:25	26
48.8138	2.30731	1	2009-05-05:16:32:25	26
48.81435	2.30823	1	2009-05-05:16:32:25	26
48.81489	2.309	1	2009-05-05:16:32:25	26
48.8153	2.31001	1	2009-05-05:16:32:25	26
48.81596	2.31084	1	2009-05-05:16:32:25	26
48.81625	2.31179	1	2009-05-05:16:32:25	26
48.8166	2.31292	1	2009-05-05:16:32:25	26
48.81693	2.31409	1	2009-05-05:16:32:25	26
48.81727	2.3152	1	2009-05-05:16:32:25	26
48.81768	2.3163	1	2009-05-05:16:32:25	26
48.81795	2.31739	1	2009-05-05:16:32:25	26
48.81831	2.31856	1	2009-05-05:16:32:25	26
48.81853	2.31967	1	2009-05-05:16:32:25	26
48.81836	2.32088	1	2009-05-05:16:32:25	26
48.81824	2.32191	1	2009-05-05:16:32:25	26
48.8181	2.32297	1	2009-05-05:16:32:25	26
48.81784	2.3242	1	2009-05-05:16:32:25	26
48.81777	2.32527	1	2009-05-05:16:32:25	26
48.81746	2.32644	1	2009-05-05:16:32:25	26
48.8173	2.32767	1	2009-05-05:16:32:25	26
48.81717	2.329	1	2009-05-05:16:32:25	26
48.81706	2.33031	1	2009-05-05:16:32:25	26
48.81704	2.33167	1	2009-05-05:16:32:25	26
48.81758	2.33241	1	2009-05-05:16:32:25	26
48.8186	2.33295	1	2009-05-05:16:32:25	26
48.81936	2.33337	1	2009-05-05:16:32:25	26
48.82018	2.33378	1	2009-05-05:16:32:25	26
48.82094	2.33418	1	2009-05-05:16:32:25	26
48.8209	2.33532	1	2009-05-05:16:32:25	26
48.82072	2.3365	1	2009-05-05:16:32:25	26
48.82046	2.33761	1	2009-05-05:16:32:25	26
48.82021	2.3388	1	2009-05-05:16:32:25	26
48.82018	2.33894	1	2009-05-05:16:32:25	26
48.82017	2.33901	1	2009-05-05:16:32:25	26
48.82015	2.33908	1	2009-05-05:16:32:25	26
48.82014	2.33916	1	2009-05-05:16:32:25	26
48.82013	2.33924	1	2009-05-05:16:32:25	26
48.82012	2.33932	1	2009-05-05:16:32:25	26
48.8201	2.3394	1	2009-05-05:16:32:25	26
48.82009	2.33947	1	2009-05-05:16:32:25	26
48.82007	2.33953	1	2009-05-05:16:32:25	26
48.82006	2.33958	1	2009-05-05:16:32:25	26
48.82004	2.33963	1	2009-05-05:16:32:25	26
48.82002	2.33967	1	2009-05-05:16:32:25	26
48.81999	2.33971	1	2009-05-05:16:32:25	26
48.81999	2.33974	1	2009-05-05:16:32:25	26
48.81998	2.33976	1	2009-05-05:16:32:25	26
48.81996	2.33977	1	2009-05-05:16:32:25	26
48.81994	2.33979	1	2009-05-05:16:32:25	26
48.82002	2.33978	1	2009-05-05:16:32:25	26
48.82006	2.33978	1	2009-05-05:16:32:25	26
48.82009	2.33979	1	2009-05-05:16:32:25	26
48.82009	2.33982	1	2009-05-05:16:32:25	26
48.82004	2.33982	1	2009-05-05:16:32:25	26
48.81996	2.33967	1	2009-05-05:16:32:25	26
48.81629	2.30721	1	2009-05-06:07:59:05	27
48.81596	2.30599	1	2009-05-06:07:59:05	27
48.81595	2.30603	1	2009-05-06:07:59:05	27
48.81531	2.30463	1	2009-05-06:07:59:05	27
48.8146	2.30342	1	2009-05-06:07:59:05	27
48.8138	2.30263	1	2009-05-06:07:59:05	27
48.81312	2.30154	1	2009-05-06:07:59:05	27
48.81225	2.30085	1	2009-05-06:07:59:05	27
48.8113	2.2999	1	2009-05-06:07:59:05	27
48.81048	2.29909	1	2009-05-06:07:59:05	27
48.80976	2.29825	1	2009-05-06:07:59:05	27
48.80915	2.29737	1	2009-05-06:07:59:05	27
48.80853	2.29645	1	2009-05-06:07:59:05	27
48.80787	2.29537	1	2009-05-06:07:59:05	27
48.8073	2.29429	1	2009-05-06:07:59:05	27
48.80674	2.29337	1	2009-05-06:07:59:05	27
48.80616	2.29219	1	2009-05-06:07:59:05	27
48.80554	2.29116	1	2009-05-06:07:59:05	27
48.8049	2.29018	1	2009-05-06:07:59:05	27
48.80435	2.28922	1	2009-05-06:07:59:05	27
48.80371	2.28825	1	2009-05-06:07:59:05	27
48.80307	2.28735	1	2009-05-06:07:59:05	27
48.80241	2.28646	1	2009-05-06:07:59:05	27
48.80193	2.28525	1	2009-05-06:07:59:05	27
48.80132	2.28437	1	2009-05-06:07:59:05	27
48.80079	2.28331	1	2009-05-06:07:59:05	27
48.80011	2.2823	1	2009-05-06:07:59:05	27
48.79947	2.28128	1	2009-05-06:07:59:05	27
48.79871	2.28048	1	2009-05-06:07:59:05	27
48.7983	2.27929	1	2009-05-06:07:59:05	27
48.79775	2.27835	1	2009-05-06:07:59:05	27
48.79707	2.27734	1	2009-05-06:07:59:05	27
48.79656	2.27658	1	2009-05-06:07:59:05	27
48.79608	2.27569	1	2009-05-06:07:59:05	27
48.79559	2.27469	1	2009-05-06:07:59:05	27
48.79507	2.27361	1	2009-05-06:07:59:05	27
48.79451	2.27262	1	2009-05-06:07:59:05	27
48.79392	2.27168	1	2009-05-06:07:59:05	27
48.79336	2.27076	1	2009-05-06:07:59:05	27
48.79289	2.26969	1	2009-05-06:07:59:05	27
48.79245	2.26854	1	2009-05-06:07:59:05	27
48.792	2.26745	1	2009-05-06:07:59:05	27
48.79155	2.26631	1	2009-05-06:07:59:05	27
48.79109	2.2652	1	2009-05-06:07:59:05	27
48.79063	2.26409	1	2009-05-06:07:59:05	27
48.79018	2.26293	1	2009-05-06:07:59:05	27
48.7897	2.2618	1	2009-05-06:07:59:05	27
48.78924	2.26058	1	2009-05-06:07:59:05	27
48.78877	2.25951	1	2009-05-06:07:59:05	27
48.7883	2.2584	1	2009-05-06:07:59:05	27
48.78786	2.25738	1	2009-05-06:07:59:05	27
48.78742	2.25623	1	2009-05-06:07:59:05	27
48.78696	2.25509	1	2009-05-06:07:59:05	27
48.78654	2.25394	1	2009-05-06:07:59:05	27
48.7861	2.2529	1	2009-05-06:07:59:05	27
48.78565	2.25176	1	2009-05-06:07:59:05	27
48.7852	2.25069	1	2009-05-06:07:59:05	27
48.78473	2.24961	1	2009-05-06:07:59:05	27
48.78428	2.24851	1	2009-05-06:07:59:05	27
48.78389	2.24741	1	2009-05-06:07:59:05	27
48.78346	2.24636	1	2009-05-06:07:59:05	27
48.78298	2.24527	1	2009-05-06:07:59:05	27
48.78253	2.24417	1	2009-05-06:07:59:05	27
48.78208	2.24303	1	2009-05-06:07:59:05	27
48.78182	2.24243	1	2009-05-06:07:59:05	27
48.78146	2.24168	1	2009-05-06:07:59:05	27
48.78099	2.24062	1	2009-05-06:07:59:05	27
48.78058	2.23956	1	2009-05-06:07:59:05	27
48.78014	2.23848	1	2009-05-06:07:59:05	27
48.77968	2.23739	1	2009-05-06:07:59:05	27
48.77926	2.23628	1	2009-05-06:07:59:05	27
48.77881	2.23518	1	2009-05-06:07:59:05	27
48.77841	2.23411	1	2009-05-06:07:59:05	27
48.77797	2.2331	1	2009-05-06:07:59:05	27
48.77754	2.23208	1	2009-05-06:07:59:05	27
48.77717	2.23101	1	2009-05-06:07:59:05	27
48.77674	2.23002	1	2009-05-06:07:59:05	27
48.77619	2.22908	1	2009-05-06:07:59:05	27
48.77543	2.22869	1	2009-05-06:07:59:05	27
48.77453	2.22879	1	2009-05-06:07:59:05	27
48.77377	2.22888	1	2009-05-06:07:59:05	27
48.77284	2.22897	1	2009-05-06:07:59:05	27
48.77198	2.22912	1	2009-05-06:07:59:05	27
48.77123	2.22916	1	2009-05-06:07:59:05	27
48.77022	2.22918	1	2009-05-06:07:59:05	27
48.76942	2.22925	1	2009-05-06:07:59:05	27
48.76857	2.22959	1	2009-05-06:07:59:05	27
48.76772	2.22968	1	2009-05-06:07:59:05	27
48.76687	2.22955	1	2009-05-06:07:59:05	27
48.76607	2.22904	1	2009-05-06:07:59:05	27
48.76536	2.22826	1	2009-05-06:07:59:05	27
48.76469	2.22752	1	2009-05-06:07:59:05	27
48.76401	2.22681	1	2009-05-06:07:59:05	27
48.76339	2.22606	1	2009-05-06:07:59:05	27
48.7629	2.22507	1	2009-05-06:07:59:05	27
48.76216	2.22439	1	2009-05-06:07:59:05	27
48.76165	2.22334	1	2009-05-06:07:59:05	27
48.76108	2.22252	1	2009-05-06:07:59:05	27
48.76051	2.22169	1	2009-05-06:07:59:05	27
48.75989	2.22097	1	2009-05-06:07:59:05	27
48.75924	2.22029	1	2009-05-06:07:59:05	27
48.75851	2.21978	1	2009-05-06:07:59:05	27
48.75783	2.21924	1	2009-05-06:07:59:05	27
48.75714	2.21865	1	2009-05-06:07:59:05	27
48.75645	2.21809	1	2009-05-06:07:59:05	27
48.7558	2.21729	1	2009-05-06:07:59:05	27
48.75538	2.21625	1	2009-05-06:07:59:05	27
48.75496	2.2152	1	2009-05-06:07:59:05	27
48.75427	2.21556	1	2009-05-06:07:59:05	27
48.75342	2.21584	1	2009-05-06:07:59:05	27
48.75273	2.21508	1	2009-05-06:07:59:05	27
48.75207	2.21434	1	2009-05-06:07:59:05	27
48.75145	2.21348	1	2009-05-06:07:59:05	27
48.75087	2.21246	1	2009-05-06:07:59:05	27
48.75051	2.21127	1	2009-05-06:07:59:05	27
48.75088	2.21012	1	2009-05-06:07:59:05	27
48.75125	2.20895	1	2009-05-06:07:59:05	27
48.7516	2.20778	1	2009-05-06:07:59:05	27
