x	y	clickSelects
0.0159524501843939	-0.158169311550172	2009-04-09:18:11:56
0.81202420340083	-0.314149422841041	2009-04-11:09:52:48
0.548494316134936	-0.165169432943985	2009-04-11:15:51:05
0.302151057061041	0.101429857057556	2009-04-13:11:59:58
0.252559093838755	-0.0276305725712811	2009-04-13:16:39:34
-0.0604863911623453	-0.17466592950579	2009-04-21:06:54:34
0.0800494841514028	-0.126612229295727	2009-04-21:17:04:43
-0.115952601942345	-0.210816858798139	2009-04-22:07:22:38
0.0300199818588621	-0.147948285935263	2009-04-22:17:10:06
-0.143045687548043	-0.194369694538687	2009-04-23:07:07:29
0.0456347847888167	-0.146038312991165	2009-04-27:16:57:48
-0.132149072025925	-0.220487714331462	2009-04-28:07:06:02
-0.000562811083251358	-0.164712229743397	2009-04-28:16:52:05
-0.0479383070387538	-0.16479528983355	2009-04-29:09:00:28
0.0333429187531146	-0.151768462761325	2009-04-29:16:24:31
0.102894599332887	-0.1095541881024	2009-04-29:17:49:15
-0.0948932666199067	-0.203425014872967	2009-04-30:06:50:20
0.00807540196470697	-0.159775946816404	2009-04-30:16:54:25
-1.159988058396	0.0325390208310855	2009-05-01:05:28:32
-2.68249313698816	0.28981894567439	2009-05-01:09:27:43
-1.59291970645174	0.354075904790245	2009-05-01:12:41:53
-0.228198647932171	0.0598018160670159	2009-05-01:15:52:16
-0.122963843253192	-0.214644955844395	2009-05-04:07:18:11
0.0166367770261529	-0.157881024101723	2009-05-04:16:13:39
-0.109009685579292	-0.208039704486476	2009-05-05:08:02:31
-0.0030180999434606	-0.16554400401098	2009-05-05:16:32:25
-0.12324742941347	-0.214659561315319	2009-05-06:07:59:05
0.203552745162542	-0.0594504952433633	2009-05-06:16:22:50
-0.109607807864111	-0.208267853884414	2009-05-07:06:49:31
-0.00206120917246963	-0.165035959254659	2009-05-07:18:30:24
-0.130064210221758	-0.219385247339096	2009-05-11:10:43:59
0.0252451821496937	-0.156094285400622	2009-05-11:17:11:27
-0.122498167952513	-0.213586747911609	2009-05-12:07:08:48
-0.0868713317048832	-0.214005363477467	2009-05-12:17:04:56
0.193216575080486	-0.0606077151225041	2009-05-12:17:53:45
-0.108549646739157	-0.20803085711887	2009-05-13:06:56:19
-0.00242403318285832	-0.164637534025398	2009-05-13:16:31:56
-0.1216936616999	-0.213920487322645	2009-05-14:08:25:13
-0.00541812026249674	-0.167266305987914	2009-05-14:16:54:51
-0.0994136067003459	-0.205840208278119	2009-05-18:07:12:45
-0.0872998894333465	-0.198897372380097	2009-05-19:07:16:30
0.000800676503121826	-0.1626069003004	2009-05-19:17:16:32
-0.0815769939831342	-0.197539623368021	2009-05-20:08:14:40
-0.00165326590171596	-0.164119446987129	2009-05-20:16:12:12
-0.334301997477038	0.360351256305858	2009-05-21:10:39:03
-0.135195817943404	0.0619256541214652	2009-05-21:15:09:59
0.213298994716572	0.0182195931010644	2009-05-22:09:04:06
0.264259879613993	-0.00895551375346904	2009-05-22:11:50:59
-0.00367220282797653	-0.165992310906412	2009-05-25:16:22:05
0.231170921895434	-0.00218627513572994	2009-05-25:18:21:16
0.103803508633816	-0.0960419635741302	2009-05-26:17:46:35
-0.0803603046224481	-0.196785220451785	2009-05-27:06:59:24
-0.00152679594450846	-0.164708079659523	2009-05-27:16:39:11
-0.0781137283286863	-0.195127220949836	2009-05-28:08:25:08
0.0292134740646915	-0.154076746153054	2009-05-28:18:53:51
0.254788780020395	-0.0393670254740496	2009-05-30:07:22:36
0.672122160835004	-0.226571998276493	2009-05-30:08:29:31
0.549288301187794	-0.0556356127017717	2009-05-30:14:48:13
0.00645214708985152	0.172191020269235	2009-05-30:17:58:35
0.260451117864803	0.393089407205491	2009-05-30:21:33:48
0.0812714821210606	-0.11222227378436	2009-06-02:17:17:15
0.155393144168726	-0.0643017303734149	2009-06-03:20:05:43
-0.0886267237561341	-0.199762456612426	2009-06-05:07:34:48
0.194023524003309	-0.0127360612591398	2009-06-07:10:23:12
1.34154317131703	0.351617247825049	2009-06-14:04:41:58
2.38080624196706	0.818314422301369	2009-06-14:08:18:32
2.63998148286483	1.13897483261421	2009-06-14:11:41:19
2.06596288467267	0.580742073162249	2009-06-14:16:15:28
0.770387446941671	0.406700896674499	2009-06-18:14:21:13
-0.167616581822612	-0.289746916283614	2009-06-22:08:55:44
-0.297255787326227	-0.341394834304308	2009-06-22:10:24:12
0.065307776774494	-0.131260412250599	2009-06-23:16:32:10
-0.212708202456889	-0.0890441435996421	2009-06-23:20:12:13
0.0179719347536843	-0.0445785070433668	2009-06-23:22:03:48
-0.0523448965811927	-0.171895862655091	2009-06-24:11:03:54
0.712436652904018	0.644948695201884	2009-06-27:07:55:49
0.516390512403634	0.411931938111153	2009-06-27:17:24:36
-1.1725948815237	-0.096909415061313	2009-07-04:10:46:25
-2.89622808620771	-0.38286807465998	2009-07-04:14:24:26
-4.09025309504103	-0.82104435236472	2009-07-04:19:12:01
0.286608586430991	-0.107643513376104	2009-07-30:12:11:53
0.613041133809297	-0.0136592176237809	2009-08-09:10:28:17
-0.0354413566648534	-0.154643291944431	2009-08-10:07:34:42
-0.0315138835404766	-0.15103940581384	2009-08-11:07:48:30
0.249462818366266	0.814204818526017	2009-08-16:06:47:55
0.551026844956519	0.521867539517834	2009-08-16:11:26:17
0.117296484219593	-0.208442557503933	2009-08-19:17:19:57
1.26158790688018	-0.280469287111012	2009-08-23:06:44:18
0.963661542578853	0.0657350239268842	2009-08-23:09:38:53
0.148649192558927	-0.212539774135309	2009-08-27:17:58:03
0.344037712633469	-0.0506222638861301	2009-08-27:21:22:01
-0.0244590536099441	-0.152744152658722	2009-08-28:06:50:51
0.468954062592185	0.00367550180678147	2009-08-29:13:08:43
-0.185131729803774	0.455434010118499	2009-08-30:04:29:06
-2.87861827740539	1.42188320385686	2009-08-30:07:22:48
-3.08595754315959	1.28747278265109	2009-08-30:11:55:25
-2.50347504981208	0.733207990195996	2009-08-30:14:56:52
-1.97498304880538	0.648219385424275	2009-08-30:16:33:46
-0.195020964743064	-0.154671153729195	2009-09-07:10:08:30
0.788051240911669	0.830864483473761	2009-09-27:06:11:39
0.41376151162783	0.635331207119232	2009-09-27:08:19:41
0.284973686090024	0.0433391387307791	2009-09-27:11:04:22
-0.129869567308392	-0.192697038682353	2009-09-27:12:53:49
-0.61163307303163	-0.396646695412373	2009-09-27:14:19:10
0.732917259335782	0.280249972502303	2009-10-04:11:35:58
0.505286375048929	0.145592516290592	2009-10-04:13:10:21
0.41403558735453	-0.0208178400489245	2009-10-07:18:41:11
0.653585926989516	-0.612447830879874	2009-10-11:08:51:39
1.22289551357781	-0.884186157039273	2009-10-11:12:10:11
1.64799318420587	0.0512244057682456	2009-10-25:07:22:37
0.978098981566327	0.301659176504739	2009-10-25:10:25:19
